x,y
1.946181889475725768e+01,4.742865960859632857e+00
1.950983004097940920e+01,4.740198013719510328e+00
1.954416486414530851e+01,4.743814632680546595e+00
1.951496918486927257e+01,4.757610443023077451e+00
1.950983004097940565e+01,4.758963298446774459e+00
1.947000268142248558e+01,4.771406253365609196e+00
1.946181889475725768e+01,4.773465313891501971e+00
1.942082705234733098e+01,4.785202063708140052e+00
1.941380774853510616e+01,4.786919706480643910e+00
1.936916470711063454e+01,4.798997874050671797e+00
1.936579660231295463e+01,4.799806728811188528e+00
1.931778545609080311e+01,4.812165247308853644e+00
1.931560110656490536e+01,4.812793684393203542e+00
1.926977430986865159e+01,4.824083379389299431e+00
1.926057446549806684e+01,4.826589494735735286e+00
1.922176316364650006e+01,4.835981716957935106e+00
1.920496845055900437e+01,4.840385305078266143e+00
1.917375201742434854e+01,4.847844878185727069e+00
1.914890215681569074e+01,4.854181115420797887e+00
1.912574087120219701e+01,4.859666037562171859e+00
1.909245123996569404e+01,4.867976925763329632e+00
1.907772972498004904e+01,4.871441428738216395e+00
1.903566479617161278e+01,4.881772736105860488e+00
1.902971857875789752e+01,4.883166601855102762e+00
1.898170743253574599e+01,4.894752166837331053e+00
1.897847368449823691e+01,4.895568546448391345e+00
1.893369628631359802e+01,4.906216015550464604e+00
1.892101935448772210e+01,4.909364356790923090e+00
1.888568514009144650e+01,4.917736000545417596e+00
1.886356240245804372e+01,4.923160167133454834e+00
1.883767399386929497e+01,4.929283415806041901e+00
1.880606511856445806e+01,4.936955977475985691e+00
1.878966284764714345e+01,4.940835293895771585e+00
1.874849271128043426e+01,4.950751787818518324e+00
1.874165170142499193e+01,4.952371875236573295e+00
1.869364055520284040e+01,4.963866185482022964e+00
1.869086902757254975e+01,4.964547598161049180e+00
1.864562940898068888e+01,4.975368110234198227e+00
1.863343170999151965e+01,4.978343408503580036e+00
1.859761826275853736e+01,4.986920650205190597e+00
1.857609761298315831e+01,4.992139218846111781e+00
1.854960711653638583e+01,4.998499001119837359e+00
1.851881748371391012e+01,5.005935029188643526e+00
1.850159597031423786e+01,5.010083059090608693e+00
1.846155499743073847e+01,5.019730839531174382e+00
1.845358482409208634e+01,5.021657975654629347e+00
1.840557367786993481e+01,5.033231575426635018e+00
1.840436842110324989e+01,5.033526649873706127e+00
1.835756253164778684e+01,5.044928708028344033e+00
1.834775754830843653e+01,5.047322460216237872e+00
1.830955138542563532e+01,5.056666610084598723e+00
1.829129432227354357e+01,5.061118270558768728e+00
1.826154023920348379e+01,5.068427959011163608e+00
1.823494602744940352e+01,5.074914080901299585e+00
1.821352909298133227e+01,5.080200869637296890e+00
1.817869905830679045e+01,5.088709891243832217e+00
1.816551794675918075e+01,5.091979716374783749e+00
1.812256227527193175e+01,5.102505701586362186e+00
1.811750680053702922e+01,5.103765946145527366e+00
1.806949565431487770e+01,5.115644019045217483e+00
1.806683860286744903e+01,5.116301511928893930e+00
1.802148450809272617e+01,5.127686474001952099e+00
1.801176276092227724e+01,5.130097322271426563e+00
1.797347336187057465e+01,5.139762170185967705e+00
1.795687146883969731e+01,5.143893132613957420e+00
1.792546221564842668e+01,5.151865818064836233e+00
1.790216549403115209e+01,5.157688942956488276e+00
1.787745106942627515e+01,5.163997163974207716e+00
1.784766189760362209e+01,5.171484753299019133e+00
1.782943992320412718e+01,5.176161003656864601e+00
1.779339271128835165e+01,5.185280563641551765e+00
1.778142877698197566e+01,5.188366780205672768e+00
1.773940182277180710e+01,5.199076373984082622e+00
1.773341763075982414e+01,5.200627657117505187e+00
1.768574011391702072e+01,5.212872184326614367e+00
1.768540648453767261e+01,5.212959071836633207e+00
1.763739533831552109e+01,5.225511831914658956e+00
1.763289972465447875e+01,5.226667994669146111e+00
1.758938419209336956e+01,5.238123712857701619e+00
1.758034958487690957e+01,5.240463805011676968e+00
1.754137304587121804e+01,5.250787188943713879e+00
1.752807027517614813e+01,5.254259615354208712e+00
1.749336189964906652e+01,5.263507033854968320e+00
1.747607997816483660e+01,5.268055425696740457e+00
1.744535075342691499e+01,5.276289569843549465e+00
1.742439865934358068e+01,5.281851236039271313e+00
1.739733960720476347e+01,5.289141890168316706e+00
1.737304533449361799e+01,5.295647046381802170e+00
1.734932846098261194e+01,5.302071029543443004e+00
1.732203559681997973e+01,5.309442856724334803e+00
1.730131731476046397e+01,5.315083192193347017e+00
1.727137973895704093e+01,5.323238667066865659e+00
1.725330616853831245e+01,5.328183143212022799e+00
1.722108169348076956e+01,5.337034477409396516e+00
1.720529502231616448e+01,5.341373837575366323e+00
1.717113885362955017e+01,5.350830287751929148e+00
1.715728387609401295e+01,5.354656312468079271e+00
1.712154267379230888e+01,5.364626098094460005e+00
1.710927272987186143e+01,5.368029818365022798e+00
1.707227983199562260e+01,5.378421908436990861e+00
1.706126158364970991e+01,5.381492127022779570e+00
1.702333368720863049e+01,5.392217718779522606e+00
1.701325043742755838e+01,5.395039937832626364e+00
1.697468577992119521e+01,5.406013529122054351e+00
1.696523929120540686e+01,5.408669307290344896e+00
1.692631718401029417e+01,5.419809339464585207e+00
1.691722814498325533e+01,5.422376043292082670e+00
1.687820959457588899e+01,5.433605149807116952e+00
1.686921699876110381e+01,5.436156028398920981e+00
1.683034610807550280e+01,5.447400960149648697e+00
1.682120585253895229e+01,5.450005457386928320e+00
1.678271170505743370e+01,5.461196770492179553e+00
1.677319470631680431e+01,5.463920990467105554e+00
1.673529347856478822e+01,5.474992580834711298e+00
1.672518356009465279e+01,5.477899833437860799e+00
1.668808066544797697e+01,5.488788391177243042e+00
1.667717241387250127e+01,5.491939760466946652e+00
1.664106453868051005e+01,5.502584201519773899e+00
1.662916126765035330e+01,5.506039095733934019e+00
1.659423821182617687e+01,5.516380011862304755e+00
