SED freq flux
7 9.05 19370.1965232
7 9.06 19392.3923734
7 9.07 19414.5887516
7 9.08 19436.7856529
7 9.09 19458.9830726
7 9.1 19481.1810057
7 9.11 19503.3794476
7 9.12 19525.5783932
7 9.13 19547.7778375
7 9.14 19569.9777758
7 9.15 19592.1782029
7 9.16 19614.3791139
7 9.17 19636.5805037
7 9.18 19658.7823672
7 9.19 19680.9846994
7 9.2 19703.1874951
7 9.21 19725.3907492
7 9.22 19747.5944564
7 9.23 19769.7986115
7 9.24 19792.0032094
7 9.25 19814.2082447
7 9.26 19836.413712
7 9.27 19858.6196061
7 9.28 19880.8259216
7 9.29 19903.032653
7 9.3 19925.239795
7 9.31 19947.4473421
7 9.32 19969.6552887
7 9.33 19991.8636293
7 9.34 20014.0723584
7 9.35 20036.2814704
7 9.36 20058.4909596
7 9.37 20080.7008203
7 9.38 20102.9110469
7 9.39 20125.1216337
7 9.4 20147.3325748
7 9.41 20169.5438644
7 9.42 20191.7554968
7 9.43 20213.967466
7 9.44 20236.1797662
7 9.45 20258.3923913
7 9.46 20280.6053355
7 9.47 20302.8185927
7 9.48 20325.0321569
7 9.49 20347.2460219
7 9.5 20369.4601817
7 9.51 20391.6746301
7 9.52 20413.8893609
7 9.53 20436.1043679
7 9.54 20458.3196448
7 9.55 20480.5351853
7 9.56 20502.750983
7 9.57 20524.9670316
7 9.58 20547.1833247
7 9.59 20569.3998557
7 9.6 20591.6166182
7 9.61 20613.8336057
7 9.62 20636.0508115
7 9.63 20658.2682292
7 9.64 20680.4858519
7 9.65 20702.703673
7 9.66 20724.9216857
7 9.67 20747.1398834
7 9.68 20769.3582591
7 9.69 20791.576806
7 9.7 20813.7955172
7 9.71 20836.0143858
7 9.72 20858.2334047
7 9.73 20880.452567
7 9.74 20902.6718656
7 9.75 20924.8912933
7 9.76 20947.110843
7 9.77 20969.3305075
7 9.78 20991.5502795
7 9.79 21013.7701518
7 9.8 21035.990117
7 9.81 21058.2101678
7 9.82 21080.4302967
7 9.83 21102.6504963
7 9.84 21124.870759
7 9.85 21147.0910772
7 9.86 21169.3114435
7 9.87 21191.5318501
7 9.88 21213.7522893
7 9.89 21235.9727534
7 9.9 21258.1932346
7 9.91 21280.413725
7 9.92 21302.6342168
7 9.93 21324.854702
7 9.94 21347.0751727
7 9.95 21369.2956207
7 9.96 21391.5160381
7 9.97 21413.7364167
7 9.98 21435.9567483
7 9.99 21458.1770247
7 10.0 21480.3972375
7 10.01 21502.6173786
7 10.02 21524.8374394
7 10.03 21547.0574116
7 10.04 21569.2772866
7 10.05 21591.497056
7 10.06 21613.7167111
7 10.07 21635.9362433
7 12.08 26082.9696887
7 15.08 32316.718117
7 18.08 36628.3606246
7 21.08 37358.6181541
7 24.08 35541.5012886
7 27.08 33048.322294
7 30.08 30667.1380191
7 33.08 28568.180351
7 36.08 26746.5267835
7 39.08 25162.1283677
7 42.08 23774.4584962
7 45.08 22549.4730404
7 48.08 21459.8481443
7 51.08 20483.8355693
7 54.08 19604.0546415
7 57.08 18806.4991934
7 60.08 18079.7741735
7 63.08 17414.5196428
7 66.08 16802.9766654
7 69.08 16238.6582178
7 72.08 15716.0975346
7 75.08 15230.6538028
7 78.08 14778.3606628
7 81.08 14355.8069585
7 84.08 13960.042016
7 87.08 13588.4997628
7 90.08 13238.9374476
7 93.08 12909.3857801
7 96.08 12598.1080736
7 99.08 12303.566545
7 102.08 12024.3943444
7 105.08 11759.3722051
7 108.08 11507.4088442
7 111.08 11267.5244259
7 114.08 11038.8365405
7 117.08 10820.5482633
7 120.08 10611.9379383
7 123.08 10412.3504034
7 126.08 10221.1894233
7 129.08 10037.9111397
7 132.08 9862.01838189
7 135.08 9693.05570905
7 138.08 9530.60507452
7 141.08 9374.28202403
7 144.08 9223.73235149
7 147.08 9078.62914932
7 150.08 8938.67019975
7 153.08 8803.57566175
7 156.08 8673.08601508
7 159.08 8546.96022846
7 162.08 8424.97412385
7 165.08 8306.91891257
7 168.08 8192.59988252
7 171.08 8081.83521838
7 174.08 7974.45493951
7 177.08 7870.29994176
7 180.08 7769.22113154
7 183.08 7671.07864204
7 186.08 7575.74112234
7 189.08 7483.08509183
7 192.08 7392.99435283
7 195.08 7305.35945549
7 198.08 7220.07720945
7 201.08 7137.0502377
7 204.08 7056.18656828
7 207.08 6977.39926015
7 210.08 6900.60606002
7 213.08 6825.72908701
7 216.08 6752.69454267
7 219.08 6681.43244389
7 222.08 6611.87637676
7 225.08 6543.96326924
7 228.08 6477.63318128
7 231.08 6412.8291105
7 234.08 6349.49681244
7 237.08 6287.58463379
7 240.08 6227.04335781
7 243.08 6167.82606065
7 246.08 6109.88797786
7 249.08 6053.18638014
7 252.08 5997.68045773
7 255.08 5943.3312125
7 258.08 5890.10135746
7 261.08 5837.95522279
7 264.08 5786.85866814
7 267.08 5736.77900057
7 270.08 5687.68489776
7 273.08 5639.54633615
7 276.08 5592.33452346
7 279.08 5546.02183558
7 282.08 5500.58175717
7 285.08 5455.98882597
7 288.08 5412.21858043
7 291.08 5369.24751046
7 294.08 5327.05301109
7 297.08 5285.61333879
7 300.08 5244.90757041
7 303.08 5204.91556435
7 306.08 5165.61792399
7 309.08 5126.9959632
7 312.08 5089.03167369
7 315.08 5051.70769422
7 318.08 5015.00728144
7 321.08 4978.91428233
7 324.08 4943.41310814
7 327.08 4908.48870962
7 330.08 4874.12655366
7 333.08 4840.31260107
7 336.08 4807.03328555
7 339.08 4774.27549369
7 342.08 4742.02654601
7 345.08 4710.27417898
7 348.08 4679.00652786
7 351.08 4648.21211047
7 354.08 4617.87981169
7 357.08 4587.99886876
7 360.08 4558.55885723
7 363.08 4529.54967766
7 366.08 4500.96154287
7 369.08 4472.78496582
7 372.08 4445.0107481
7 375.08 4417.62996887
7 378.08 4390.63397435
7 381.08 4364.01436779
7 384.08 4337.7629999
7 387.08 4311.87195966
7 390.08 4286.33356562
7 393.08 4261.14035749
7 396.08 4236.28508817
7 399.08 4211.76071608
7 402.08 4187.56039788
7 405.08 4163.67748141
7 408.08 4140.10549901
7 411.08 4116.8381611
7 414.08 4093.86934999
7 417.08 4071.19311402
7 420.08 4048.80366186
7 423.08 4026.69535712
7 426.08 4004.8627131
7 429.08 3983.30038784
7 432.08 3962.00317928
7 435.08 3940.9660207
7 438.08 3920.18397626
7 441.08 3899.65223677
7 444.08 3879.36611559
7 447.08 3859.32104472
7 450.08 3839.51257102
7 453.08 3819.93635258
7 456.08 3800.58815524
7 459.08 3781.4638492
7 462.08 3762.5594058
7 465.08 3743.87089444
7 468.08 3725.39447951
7 471.08 3707.12641756
7 474.08 3689.06305452
7 477.08 3671.20082295
7 480.08 3653.53623955
7 483.08 3636.06590258
7 486.08 3618.78648952
7 489.08 3601.69475472
7 492.08 3584.78752716
7 495.08 3568.06170832
7 498.08 3551.51427007
7 501.08 3535.14225265
7 504.08 3518.94276277
7 507.08 3502.91297168
7 510.08 3487.05011341
7 513.08 3471.35148298
7 516.08 3455.81443473
7 519.08 3440.43638066
7 522.08 3425.21478887
7 525.08 3410.14718205
7 528.08 3395.23113592
7 531.08 3380.46427791
7 534.08 3365.84428568
7 537.08 3351.36888584
7 540.08 3337.03585262
7 543.08 3322.84300663
7 546.08 3308.78821364
7 549.08 3294.8693834
7 552.08 3281.08446851
7 555.08 3267.43146329
7 558.08 3253.90840274
7 561.08 3240.5133615
7 564.08 3227.24445279
7 567.08 3214.09982753
7 570.08 3201.0776733
7 573.08 3188.17621348
7 576.08 3175.39370637
7 579.08 3162.72844425
7 582.08 3150.17875264
7 585.08 3137.74298944
7 588.08 3125.41954411
7 591.08 3113.20683699
7 594.08 3101.10331846
7 597.08 3089.1074683
7 600.08 3077.21779494
7 603.08 3065.43283479
7 606.08 3053.75115159
7 609.08 3042.17133577
7 612.08 3030.6920038
7 615.08 3019.31179761
7 618.08 3008.02938398
7 621.08 2996.84345401
7 624.08 2985.75272249
7 627.08 2974.75592742
7 630.08 2963.85182946
7 633.08 2953.03921142
7 636.08 2942.31687777
7 639.08 2931.68365412
7 642.08 2921.1383868
7 645.08 2910.67994236
7 648.08 2900.30720716
7 651.08 2890.01908687
7 654.08 2879.81450614
7 657.08 2869.69240811
7 660.08 2859.65175402
7 663.08 2849.69152287
7 666.08 2839.81071099
7 669.08 2830.00833166
7 672.08 2820.2834148
7 675.08 2810.63500657
7 678.08 2801.06216906
7 681.08 2791.56397993
7 684.08 2782.1395321
7 687.08 2772.78793342
7 690.08 2763.50830638
7 693.08 2754.29978777
7 696.08 2745.16152844
7 699.08 2736.09269297
7 702.08 2727.09245939
7 705.08 2718.16001894
7 708.08 2709.29457577
7 711.079999999 2700.4953467
7 714.079999999 2691.76156096
7 717.079999999 2683.09245992
7 720.079999999 2674.4872969
7 723.079999999 2665.94533688
7 726.079999999 2657.4658563
7 729.079999999 2649.04814284
7 732.079999999 2640.69149517
7 735.079999999 2632.39522277
7 738.079999999 2624.15864568
7 741.079999999 2615.98109436
7 744.079999999 2607.8619094
7 747.079999999 2599.80044143
7 750.079999999 2591.79605083
7 753.079999999 2583.84810762
7 756.079999999 2575.95599122
7 759.079999999 2568.11909032
7 762.079999999 2560.33680268
7 765.079999999 2552.60853496
7 768.079999999 2544.93370256
7 771.079999999 2537.31172946
7 774.079999999 2529.74204807
7 777.079999999 2522.22409905
7 780.079999999 2514.75733116
7 783.079999999 2507.34120115
7 786.079999999 2499.97517358
7 789.079999999 2492.65872067
7 792.079999999 2485.39132221
7 795.079999999 2478.17246536
7 798.079999999 2471.00164457
7 801.079999999 2463.87836142
7 804.079999999 2456.80212451
7 807.079999999 2449.77244932
7 810.079999999 2442.7888581
7 813.079999999 2435.85087975
7 816.079999999 2428.9580497
7 819.079999999 2422.1099098
7 822.079999999 2415.3060082
7 825.079999999 2408.54589923
7 828.079999999 2401.82914334
7 831.079999999 2395.15530695
7 834.079999999 2388.52396235
7 837.079999999 2381.93468762
7 840.079999999 2375.38706652
7 843.079999999 2368.8806884
7 846.079999999 2362.4151481
7 849.079999999 2355.99004585
7 852.079999999 2349.6049872
7 855.079999999 2343.2595829
7 858.079999999 2336.95344886
7 861.079999999 2330.686206
7 864.079999999 2324.45748024
7 867.079999999 2318.26690235
7 870.079999999 2312.11410792
7 873.079999999 2305.99873726
7 876.079999999 2299.92043532
7 879.079999999 2293.87885162
7 882.079999999 2287.87364017
7 885.079999999 2281.9044594
7 888.079999999 2275.97097212
7 891.079999999 2270.07284538
7 894.079999999 2264.20975047
7 897.079999999 2258.38136281
7 900.079999999 2252.58736191
7 903.079999999 2246.8274313
7 906.079999999 2241.10125844
7 909.079999999 2235.4085347
7 912.079999999 2229.74895526
7 915.079999999 2224.12221909
7 918.079999999 2218.52802885
7 921.079999999 2212.96609086
7 924.079999999 2207.43611503
7 927.079999999 2201.93781482
7 930.079999999 2196.47090717
7 933.079999999 2191.03511244
7 936.079999999 2185.6301544
7 939.079999999 2180.25576011
7 942.079999999 2174.91165993
7 945.079999999 2169.59758745
7 948.079999999 2164.31327943
7 951.079999999 2159.05847576
7 954.079999999 2153.83291941
7 957.079999999 2148.63635641
7 960.079999999 2143.46853575
7 963.079999999 2138.3292094
7 966.079999999 2133.21813222
7 969.079999999 2128.13506192
7 972.079999999 2123.07975905
7 975.079999999 2118.05198693
7 978.079999999 2113.05151161
7 981.079999999 2108.07810186
7 984.079999999 2103.13152907
7 987.079999999 2098.21156729
7 990.079999999 2093.31799312
7 993.079999999 2088.45058573
7 996.079999999 2083.60912678
7 999.079999999 2078.79340042
7 1002.08 2074.00319321
7 1005.08 2069.23829413
7 1008.08 2064.49849454
7 1011.08 2059.7835881
7 1014.08 2055.09337081
7 1017.08 2050.42764091
7 1020.08 2045.78619889
7 1023.08 2041.16884744
7 1026.08 2036.57539144
7 1029.08 2032.0056379
7 1032.08 2027.45939595
7 1035.08 2022.9364768
7 1038.08 2018.43669372
7 1041.08 2013.95986202
7 1044.08 2009.505799
7 1047.08 2005.07432394
7 1050.08 2000.66525806
7 1053.08 1996.2784245
7 1056.08 1991.91364831
7 1059.08 1987.57075638
7 1062.08 1983.24957747
7 1065.08 1978.94994215
7 1068.08 1974.67168278
7 1071.08 1970.4146335
7 1074.08 1966.17863018
7 1077.08 1961.96351044
7 1080.08 1957.76911357
7 1083.08 1953.59528057
7 1086.08 1949.44185406
7 1089.08 1945.30867833
7 1092.08 1941.19559926
7 1095.08 1937.10246434
7 1098.08 1933.0291226
7 1101.08 1928.97542466
7 1104.08 1924.94122265
7 1107.08 1920.92637021
7 1110.08 1916.93072246
7 1113.08 1912.95413603
7 1116.08 1908.99646897
7 1119.08 1905.05758077
7 1122.08 1901.13733235
7 1125.08 1897.23558601
7 1128.08 1893.35220544
7 1131.08 1889.48705571
7 1134.08 1885.6400032
7 1137.08 1881.81091565
7 1140.08 1877.99966209
7 1143.08 1874.20611287
7 1146.08 1870.4301396
7 1149.08 1866.67161516
7 1152.08 1862.93041368
7 1155.08 1859.20641052
7 1158.08 1855.49948225
7 1161.08 1851.80950667
7 1164.08 1848.13636274
7 1167.08 1844.4799306
7 1170.08 1840.84009154
7 1173.08 1837.21672803
7 1176.08 1833.60972362
7 1179.08 1830.01896302
7 1182.08 1826.44433202
7 1185.08 1822.88571751
7 1188.08 1819.34300745
7 1191.08 1815.81609086
7 1194.08 1812.30485782
7 1197.08 1808.80919946
7 1200.08 1805.32900792
7 1203.08 1801.86417635
7 1206.08 1798.4145989
7 1209.08 1794.98017075
7 1212.08 1791.560788
7 1215.08 1788.15634775
7 1218.08 1784.76674806
7 1221.08 1781.39188792
7 1224.08 1778.03166727
7 1227.08 1774.68598694
7 1230.08 1771.3547487
7 1233.08 1768.03785522
7 1236.08 1764.73521006
7 1239.08 1761.44671764
7 1242.08 1758.17228327
7 1245.08 1754.91181312
7 1248.08 1751.6652142
7 1251.08 1748.43239437
7 1254.08 1745.21326233
7 1257.08 1742.00772757
7 1260.08 1738.81570042
7 1263.08 1735.637092
7 1266.08 1732.47181424
7 1269.08 1729.31977984
7 1272.08 1726.18090227
7 1275.08 1723.05509579
7 1278.08 1719.94227541
7 1281.08 1716.84235687
7 1284.08 1713.75525669
7 1287.08 1710.68089208
7 1290.08 1707.61918102
7 1293.08 1704.57004217
7 1296.08 1701.53339493
7 1299.08 1698.50915939
7 1302.08 1695.49725631
7 1305.08 1692.49760718
7 1308.08 1689.51013414
7 1311.08 1686.53476002
7 1314.08 1683.57140828
7 1317.08 1680.62000309
7 1320.08 1677.68046922
7 1323.08 1674.75273211
7 1326.08 1671.83671784
7 1329.08 1668.9323531
7 1332.08 1666.03956521
7 1335.08 1663.15828211
7 1338.08 1660.28843235
7 1341.08 1657.42994507
7 1344.08 1654.58275003
7 1347.08 1651.74677756
7 1350.08 1648.92195857
7 1353.08 1646.10822457
7 1356.08 1643.30550762
7 1359.08 1640.51374036
7 1362.08 1637.73285597
7 1365.08 1634.96278821
7 1368.08 1632.20347137
7 1371.08 1629.45484029
7 1374.08 1626.71683033
7 1377.08 1623.98937741
7 1380.08 1621.27241794
7 1383.08 1618.56588889
7 1386.08 1615.86972771
7 1389.08 1613.18387238
7 1392.08 1610.50826136
7 1395.08 1607.84283365
7 1398.08 1605.1875287
7 1401.08 1602.54228648
7 1404.08 1599.90704742
7 1407.08 1597.28175245
7 1410.08 1594.66634296
7 1413.08 1592.06076081
7 1416.08 1589.46494833
7 1419.08 1586.87884832
7 1422.08 1584.302404
7 1425.08 1581.73555908
7 1428.08 1579.17825769
7 1431.08 1576.63044441
7 1434.08 1574.09206427
7 1437.08 1571.56306271
7 1440.08 1569.0433856
7 1443.08 1566.53297926
7 1446.08 1564.03179041
7 1449.08 1561.53976618
7 1452.08 1559.05685412
7 1455.08 1556.5830022
7 1458.08 1554.11815877
7 1461.08 1551.6622726
7 1464.08 1549.21529285
7 1467.08 1546.77716906
7 1470.08 1544.34785117
7 1473.08 1541.92728951
7 1476.08 1539.51543477
7 1479.08 1537.11223804
7 1482.08 1534.71765077
7 1485.08 1532.33162479
7 1488.08 1529.95411227
7 1491.08 1527.58506578
7 1494.08 1525.22443823
7 1497.08 1522.87218287
7 1500.08 1520.52825334
7 1503.08 1518.1926036
7 1506.08 1515.86518796
7 1509.08 1513.54596108
7 1512.08 1511.23487795
7 1515.08 1508.93189391
7 1518.08 1506.63696462
7 1521.08 1504.35004608
7 1524.08 1502.0710946
7 1527.08 1499.80006683
7 1530.08 1497.53691974
7 1533.08 1495.2816106
7 1536.08 1493.03409701
7 1539.08 1490.79433689
7 1542.08 1488.56228844
7 1545.08 1486.33791019
7 1548.08 1484.12116097
7 1551.08 1481.91199991
7 1554.08 1479.71038642
7 1557.08 1477.51628023
7 1560.08 1475.32964134
7 1563.08 1473.15043006
7 1566.08 1470.97860697
7 1569.08 1468.81413294
7 1572.08 1466.65696913
7 1575.08 1464.50707696
7 1578.08 1462.36441815
7 1581.08 1460.22895468
7 1584.08 1458.10064879
7 1587.08 1455.97946302
7 1590.08 1453.86536014
7 1593.08 1451.75830322
7 1596.08 1449.65825556
7 1599.08 1447.56518074
7 1602.08 1445.4790426
7 1605.08 1443.39980522
7 1608.08 1441.32743293
7 1611.08 1439.26189033
7 1614.08 1437.20314225
7 1617.08 1435.15115379
7 1620.08 1433.10589025
7 1623.08 1431.06731722
7 1626.08 1429.0354005
7 1629.08 1427.01010614
7 1632.08 1424.99140041
7 1635.08 1422.97924983
7 1638.08 1420.97362116
7 1641.08 1418.97448135
7 1644.08 1416.98179762
7 1647.08 1414.99553739
7 1650.08 1413.01566831
7 1653.08 1411.04215825
7 1656.08 1409.0749753
7 1659.08 1407.11408778
7 1662.08 1405.1594642
7 1665.08 1403.21107331
7 1668.08 1401.26888405
7 1671.08 1399.33286558
7 1674.08 1397.40298728
7 1677.08 1395.47921871
7 1680.08 1393.56152967
7 1683.08 1391.64989012
7 1686.08 1389.74427026
7 1689.08 1387.84464047
7 1692.08 1385.95097133
7 1695.08 1384.06323362
7 1698.08 1382.18139831
7 1701.08 1380.30543657
7 1704.08 1378.43531975
7 1707.08 1376.57101941
7 1710.08 1374.71250728
7 1713.08 1372.85975528
7 1716.08 1371.01273552
7 1719.08 1369.17142028
7 1722.08 1367.33578204
7 1725.08 1365.50579346
7 1728.08 1363.68142736
7 1731.08 1361.86265676
7 1734.08 1360.04945483
7 1737.08 1358.24179495
7 1740.08 1356.43965064
7 1743.08 1354.64299561
7 1746.08 1352.85180374
7 1749.08 1351.06604906
7 1752.08 1349.28570579
7 1755.08 1347.51074831
7 1758.08 1345.74115116
7 1761.08 1343.97688905
7 1764.08 1342.21793685
7 1767.08 1340.46426958
7 1770.08 1338.71586244
7 1773.08 1336.97269076
7 1776.08 1335.23473007
7 1779.08 1333.50195601
7 1782.08 1331.7743444
7 1785.08 1330.05187121
7 1788.08 1328.33451255
7 1791.08 1326.62224471
7 1794.08 1324.91504409
7 1797.08 1323.21288727
7 1800.08 1321.51575096
7 1803.08 1319.82361203
7 1806.08 1318.13644747
7 1809.08 1316.45423445
7 1812.08 1314.77695026
7 1815.08 1313.10457232
7 1818.08 1311.43707822
7 1821.08 1309.77444566
7 1824.08 1308.11665251
7 1827.08 1306.46367675
7 1830.08 1304.8154965
7 1833.08 1303.17209003
7 1836.08 1301.53343573
7 1839.08 1299.89951213
7 1842.08 1298.27029789
7 1845.08 1296.64577179
7 1848.08 1295.02591277
7 1851.08 1293.41069985
7 1854.08 1291.80011223
7 1857.08 1290.19412921
7 1860.08 1288.59273021
7 1863.08 1286.99589479
7 1866.08 1285.40360262
7 1869.08 1283.81583351
7 1872.08 1282.23256738
7 1875.08 1280.65378428
7 1878.08 1279.07946437
7 1881.08 1277.50958792
7 1884.08 1275.94413535
7 1887.08 1274.38308718
7 1890.08 1272.82642403
7 1893.08 1271.27412666
7 1896.08 1269.72617594
7 1899.08 1268.18255284
7 1902.08 1266.64323847
7 1905.08 1265.10821402
7 1908.08 1263.57746082
7 1911.08 1262.05096028
7 1914.08 1260.52869396
7 1917.08 1259.01064349
7 1920.08 1257.49679062
7 1923.08 1255.98711723
7 1926.08 1254.48160528
7 1929.08 1252.98023684
7 1932.08 1251.48299409
7 1935.08 1249.98985932
7 1938.08 1248.50081491
7 1941.08 1247.01584334
7 1944.08 1245.53492722
7 1947.08 1244.05804923
7 1950.08 1242.58519217
7 1953.08 1241.11633893
7 1956.08 1239.65147249
7 1959.08 1238.19057596
7 1962.08 1236.73363251
7 1965.08 1235.28062542
7 1968.08 1233.83153809
7 1971.08 1232.38635398
7 1974.08 1230.94505666
7 1977.08 1229.5076298
7 1980.08 1228.07405715
7 1983.08 1226.64432256
7 1986.08 1225.21840998
7 1989.08 1223.79630343
7 1992.08 1222.37798705
7 1995.08 1220.96344503
7 1998.08 1219.5526617
7 2001.08 1218.14562143
7 2004.08 1216.74230872
7 2007.08 1215.34270812
7 2010.08 1213.94680428
7 2013.08 1212.55458196
7 2016.08 1211.16602597
7 2019.08 1209.78112123
7 2022.08 1208.39985273
7 2025.08 1207.02220555
7 2028.08 1205.64816485
7 2031.08 1204.27771588
7 2034.08 1202.91084397
7 2037.08 1201.54753451
7 2040.08 1200.18777301
7 2043.08 1198.83154503
7 2046.08 1197.47883622
7 2049.08 1196.12963231
7 2052.08 1194.78391911
7 2055.08 1193.4416825
7 2058.08 1192.10290844
7 2061.08 1190.76758298
7 2064.08 1189.43569223
7 2067.08 1188.10722238
7 2070.08 1186.78215971
7 2073.08 1185.46049055
7 2076.08 1184.14220132
7 2079.08 1182.82727851
7 2082.08 1181.51570869
7 2085.08 1180.20747849
7 2088.08 1178.90257463
7 2091.08 1177.60098388
7 2094.08 1176.3026931
7 2097.08 1175.00768921
7 2100.08 1173.71595921
7 2103.08 1172.42749016
7 2106.08 1171.14226919
7 2109.08 1169.86028351
7 2112.08 1168.58152039
7 2115.08 1167.30596716
7 2118.08 1166.03361125
7 2121.08 1164.7644401
7 2124.08 1163.49844128
7 2127.08 1162.23560239
7 2130.08 1160.97591109
7 2133.08 1159.71935513
7 2136.08 1158.46592231
7 2139.08 1157.2156005
7 2142.08 1155.96837762
7 2145.08 1154.72424169
7 2148.08 1153.48318074
7 2151.08 1152.24518291
7 2154.08 1151.01023638
7 2157.08 1149.77832939
7 2160.08 1148.54945025
7 2163.08 1147.32358733
7 2166.08 1146.10072906
7 2169.08 1144.88086393
7 2172.08 1143.66398048
7 2175.08 1142.45006733
7 2178.08 1141.23911314
7 2181.08 1140.03110664
7 2184.08 1138.82603662
7 2187.08 1137.62389192
7 2190.08 1136.42466143
7 2193.08 1135.22833412
7 2196.08 1134.03489901
7 2199.08 1132.84434515
7 2202.08 1131.65666169
7 2205.08 1130.4718378
7 2208.08 1129.28986272
7 2211.08 1128.11072575
7 2214.08 1126.93441624
7 2217.08 1125.76092358
7 2220.08 1124.59023723
7 2223.08 1123.42234671
7 2226.08 1122.25724158
7 2229.08 1121.09491145
7 2232.08 1119.935346
7 2235.08 1118.77853494
7 2238.08 1117.62446805
7 2241.08 1116.47313515
7 2244.08 1115.32452612
7 2247.08 1114.17863089
8 0.01 18.214570765
8 0.02 37.4211396072
8 0.03 57.0208455281
8 0.04 76.880301357
8 0.05 96.9351686586
8 0.06 117.147148212
8 0.07 137.490724736
8 0.08 157.947641327
8 0.09 178.504169365
8 0.1 199.149599846
8 0.11 219.875340143
8 0.12 240.674339483
8 0.13 261.540705775
8 0.14 282.469440067
8 0.15 303.45624663
8 0.16 324.497393488
8 0.17 345.58960764
8 0.18 366.729994819
8 0.19 387.915976971
8 0.2 409.145242824
8 0.21 430.415708274
8 0.22 451.725484274
8 0.23 473.07285051
8 0.24 494.456233631
8 0.25 515.874189083
8 0.26 537.325385816
8 0.27 558.80859334
8 0.28 580.322670673
8 0.29 601.866556861
8 0.3 623.439262794
8 0.31 645.039864104
8 0.32 666.667494972
8 0.33 688.321342704
8 0.34 710.000642955
8 0.35 731.704675518
8 0.36 753.43276058
8 0.37 775.1842554
8 0.38 796.958551336
8 0.39 818.755071187
8 0.4 840.573266802
8 0.41 862.412616928
8 0.42 884.272625267
8 0.43 906.152818712
8 0.44 928.052745752
8 0.45 949.971975015
8 0.46 971.910093941
8 0.47 993.866707573
8 0.48 1015.84143745
8 0.49 1037.83392057
8 0.5 1059.84380848
8 0.51 1081.87076641
8 0.52 1103.91447246
8 0.53 1125.97461688
8 0.54 1148.05090139
8 0.55 1170.14303854
8 0.56 1192.25075115
8 0.57 1214.37377175
8 0.58 1236.51184207
8 0.59 1258.66471259
8 0.6 1280.83214206
8 0.61 1303.01389715
8 0.62 1325.20975203
8 0.63 1347.41948801
8 0.64 1369.6428932
8 0.65 1391.87976223
8 0.66 1414.12989591
8 0.67 1436.39310098
8 0.68 1458.66918985
8 0.69 1480.95798032
8 0.7 1503.25929538
8 0.71 1525.57296299
8 0.72 1547.89881585
8 0.73 1570.23669123
8 0.74 1592.58643077
8 0.75 1614.94788031
8 0.76 1637.32088971
8 0.77 1659.70531273
8 0.78 1682.10100684
8 0.79 1704.50783309
8 0.8 1726.925656
8 0.81 1749.35434339
8 0.82 1771.79376629
8 0.83 1794.24379883
8 0.84 1816.70431809
8 0.85 1839.17520404
8 0.86 1861.65633942
8 0.87 1884.14760963
8 0.88 1906.64890267
8 0.89 1929.16010902
8 0.9 1951.68112159
8 0.91 1974.21183562
8 0.92 1996.75214861
8 0.93 2019.30196023
8 0.94 2041.86117229
8 0.95 2064.42968864
8 0.96 2087.0074151
8 0.97 2109.59425944
8 0.98 2132.19013128
8 0.99 2154.79494205
8 1.0 2177.40860494
8 1.01 2200.03103484
8 1.02 2222.66214829
8 1.03 2245.30186345
8 1.04 2267.95010002
8 1.05 2290.60677922
8 1.06 2313.27182375
8 1.07 2335.94515772
8 1.08 2358.62670667
8 1.09 2381.31639745
8 1.1 2404.01415825
8 1.11 2426.71991853
8 1.12 2449.43360901
8 1.13 2472.15516162
8 1.14 2494.88450945
8 1.15 2517.62158677
8 1.16 2540.36632897
8 1.17 2563.1186725
8 1.18 2585.87855491
8 1.19 2608.64591477
8 1.2 2631.42069168
8 1.21 2654.20282621
8 1.22 2676.99225989
8 1.23 2699.78893521
8 1.24 2722.59279557
8 1.25 2745.40378525
8 1.26 2768.22184943
8 1.27 2791.04693412
8 1.28 2813.87898617
8 1.29 2836.71795326
8 1.3 2859.56378385
8 1.31 2882.41642718
8 1.32 2905.27583326
8 1.33 2928.14195282
8 1.34 2951.01473734
8 1.35 2973.894139
8 1.36 2996.78011067
8 1.37 3019.67260592
8 1.38 3042.57157896
8 1.39 3065.47698467
8 1.4 3088.38877855
8 1.41 3111.30691673
8 1.42 3134.23135597
8 1.43 3157.16205359
8 1.44 3180.09896753
8 1.45 3203.04205627
8 1.46 3225.99127889
8 1.47 3248.94659499
8 1.48 3271.90796471
8 1.49 3294.87534874
8 1.5 3317.84870827
8 1.51 3340.82800501
8 1.52 3363.81320114
8 1.53 3386.80425936
8 1.54 3409.80114284
8 1.55 3432.8038152
8 1.56 3455.81224055
8 1.57 3478.82638343
8 1.58 3501.84620882
8 1.59 3524.87168216
8 1.6 3547.90276929
8 1.61 3570.93943649
8 1.62 3593.98165043
8 1.63 3617.02937819
8 1.64 3640.08258726
8 1.65 3663.14124551
8 1.66 3686.20532118
8 1.67 3709.2747829
8 1.68 3732.34959967
8 1.69 3755.42974084
8 1.7 3778.51517612
8 1.71 3801.60587558
8 1.72 3824.70180961
8 1.73 3847.80294897
8 1.74 3870.90926473
8 1.75 3894.02072828
8 1.76 3917.13731134
8 1.77 3940.25898596
8 1.78 3963.38572448
8 1.79 3986.51749954
8 1.8 4009.65428411
8 1.81 4032.79605141
8 1.82 4055.942775
8 1.83 4079.09442868
8 1.84 4102.25098657
8 1.85 4125.41242303
8 1.86 4148.57871271
