name,host,type,x,y,z,t,log10lum
SN2008ae,IC 577,Ia-02cx,-62.518323639932476,-65.2947481107471,92.24245099002528,2008.1913079983938,9.3988
SN2008fp,ESO 428-G14,Ia,-12.67439883233791,-23.717060516090744,-3.7606419066303394,2008.780117183222,9.4304
SN2009iz,UGC 2175,Ib,-46.85504036359619,34.22915055999192,-16.560587172310324,2009.8020205892017,9.216
SN2007if,J011051.37+152739,Ia Pec,-135.4680626641851,162.47689774001861,-228.05213575376865,2007.710473478626,9.93928
SN2017ckx,UGC 4030 NED01,Ia,-106.15385460121206,-23.04155800463839,48.52339625136512,2017.3266619209287,10.52636
SN2003hv,NGC 1201,Ia,-7.775165643671717,-6.20137232569431,-17.5084349584723,2003.774641331727,9.528
SN2007Y,NGC 1187,Ib,-7.40127365068483,-4.651044778126969,-15.183395799631702,2007.2077355528786,8.536000000000001
SN2018aqe,2MASX J14355382+3517148,Ia,38.88088061367272,66.09233602662658,174.75046989414884,2018.3470229620705,10.92764
SN2007cq,2MASX J22144070+0504435,Ia,32.75960814596802,78.40112997679456,-72.04120431503395,2007.5574964406965,9.904
SN2011hs,IC 5267,IIb,11.450355014704915,-1.964688692278859,-21.667701155091784,2011.9495217756362,8.696000000000002
SN2002cx,CGCG 044-035,Ia-02cx,41.652685279173745,-36.57812298498569,145.485241724415,2002.4495217756362,9.396
SN2007co,MCG +05-43-16,Ia,56.102650786705155,88.34381612045075,35.664562982336335,2007.5109517029898,9.572000000000001
SN2008A,NGC 634,Ia-02cx,-41.562981085573455,43.65424217740208,-30.091018498889717,2008.0888091848283,9.496
SN2001eh,UGC 1162,Ia,-95.21165595927465,104.90873222336255,-52.60612317742205,2001.774641331727,9.736000000000002
SN2008aq,MCG -02-33-20,IIb,8.369612780947335,-13.10722058040216,19.907931231023205,2008.240590661848,8.696000000000002
SN2008bo,NGC 6643,IIb,-4.824575805142826,17.349300051834103,9.641747286366414,2008.3348756981711,8.136000000000001
SN1997br,ESO 576-40,Ia Pec,9.89504675926751,-11.051238109070706,12.592522553515971,1997.360712590808,9.096000000000002
SN2006ej,NGC 191,Ia,-10.782843966986533,25.242327967646595,-82.75715913643349,2006.7296389588582,9.616
SN2006lf,UGC 3108,Ia,-42.67078990141043,15.597331363318917,-1.5341354392338218,2006.9045194027672,9.096000000000002
SN2011ht,UGC 5460,IIn,-9.402227719214498,2.94447249500469,12.069275160837043,2011.829399846676,9.056000000000001
SN2008bc,A093831-6358,Ia,15.744102418588817,-65.05907087936143,-10.128078412999631,2008.2855930347168,9.41172
SN2009bw,UGC 2890,II,-7.406086983833596,7.256808614009191,2.733863707465343,2009.3239239951813,8.256
SN2011B,NGC 2655,Ia,-11.989207044248264,12.02042787591029,10.89885653593478,2011.1024988135655,9.572000000000001
SN2001ep,NGC 1699,Ia,-43.91808641355031,-19.190742151624377,-25.00281750920186,2001.8415471105757,9.456000000000001
SN2007ca,MCG -02-34-61,Ia,35.67435538446741,-33.31789924717487,51.77618734039453,2007.4017814770195,9.456000000000001
PTF09cnd,nan,SLSN-I,128.06290037856803,728.2935997216249,749.1616383603568,2009.685832146899,11.2248
