x,y
2.818295689480208033e+00,2.907315001633203622e+01
2.831970052673357774e+00,2.906563219327857439e+01
2.845644415866506627e+00,2.905874977748312205e+01
2.859318779059655924e+00,2.905256722702535654e+01
2.872993142252805221e+00,2.904715089895483970e+01
2.886667505445954518e+00,2.904256681184740074e+01
2.900341868639102927e+00,2.903887798012205934e+01
2.914016231832252224e+00,2.903614134217860965e+01
2.927690595025401521e+00,2.903440435088582205e+01
2.941364958218550818e+00,2.903370135267909546e+01
2.955039321411700115e+00,2.903404994637458003e+01
2.968713684604849412e+00,2.903544757714348634e+01
2.982388047797998709e+00,2.903786867382024894e+01
2.996062410991147118e+00,2.904126266536088252e+01
3.009736774184296415e+00,2.904555320131698792e+01
3.023411137377445712e+00,2.905063884160104593e+01
3.037085500570595009e+00,2.905639536992904226e+01
3.050759863763744306e+00,2.906267973097223489e+01
3.064434226956893603e+00,2.906933541264553966e+01
3.078108590150042900e+00,2.907619892028741404e+01
3.080449947508441255e+00,2.907738062268839840e+01
3.091782953343191309e+00,2.908288438634481921e+01
3.105457316536340606e+00,2.908939842856364066e+01
3.119131679729489903e+00,2.909565210672542079e+01
3.132806042922639200e+00,2.910153194628622231e+01
3.146480406115788497e+00,2.910694739024159361e+01
3.160154769308937794e+00,2.911183273256312987e+01
3.173829132502087091e+00,2.911614764825830548e+01
3.187503495695235944e+00,2.911987649864801853e+01
3.201177858888384797e+00,2.912302666548933061e+01
3.214852222081534094e+00,2.912562619840510436e+01
3.228526585274683391e+00,2.912772105297413461e+01
3.242200948467832688e+00,2.912937216231974702e+01
3.255875311660981986e+00,2.913065253478741568e+01
3.269549674854131283e+00,2.913164451478887429e+01
3.283224038047279691e+00,2.913243729105091973e+01
3.296898401240428989e+00,2.913312469138461935e+01
3.310572764433577841e+00,2.913380326811471477e+01
3.324247127626727583e+00,2.913457065390583622e+01
3.337921490819876880e+00,2.913552415301049336e+01
3.351595854013026177e+00,2.913675952635066935e+01
3.365270217206175474e+00,2.913836992848253615e+01
3.378944580399323883e+00,2.914044495855687700e+01
3.382570202301979467e+00,2.914114012820436272e+01
3.392618943592473180e+00,2.914299479258655623e+01
3.406293306785622477e+00,2.914612462128983239e+01
3.419967669978771774e+00,2.914993285843133819e+01
3.433642033171921071e+00,2.915448392958760238e+01
3.447316396365070368e+00,2.915983486226442878e+01
3.460990759558219665e+00,2.916603463986043110e+01
3.474665122751368074e+00,2.917312362393325742e+01
3.488339485944517371e+00,2.918113305358801313e+01
3.502013849137667112e+00,2.919008462923642000e+01
3.515688212330815965e+00,2.919999018574517180e+01
3.521893180425454517e+00,2.920489963372032349e+01
3.529362575523965262e+00,2.921062077201382223e+01
3.543036938717114559e+00,2.922196514880042528e+01
3.556711301910263856e+00,2.923419151281779804e+01
3.570385665103412265e+00,2.924726956289612190e+01
3.584060028296561562e+00,2.926115947721151755e+01
3.591082204044614645e+00,2.926865913923628426e+01
3.597734391489710859e+00,2.927551987879101603e+01
3.611408754682860156e+00,2.929023928813890620e+01
3.625083117876009453e+00,2.930555661578848969e+01
3.638757481069158750e+00,2.932140140436228037e+01
3.648018886182466503e+00,2.933241864475225213e+01
3.652431844262308047e+00,2.933747419569441917e+01
3.666106207455456456e+00,2.935342769944326591e+01
3.679780570648605753e+00,2.936964668224932140e+01
3.693454933841755050e+00,2.938605362379466612e+01
3.701850174130373983e+00,2.939617815026821290e+01
3.707129297034904347e+00,2.940229862918031145e+01
3.720803660228053644e+00,2.941814461052591767e+01
3.734478023421202941e+00,2.943396363650238357e+01
3.748152386614351350e+00,2.944970375795642781e+01
3.757124663946861176e+00,2.945993765578417367e+01
3.761826749807500647e+00,2.946509737602771750e+01
3.775501113000649944e+00,2.947992100119765269e+01
3.789175476193799241e+00,2.949459079707895981e+01
3.802849839386948538e+00,2.950910684003466855e+01
3.816524202580097835e+00,2.952348353205469422e+01
3.816730194627390826e+00,2.952369716130014154e+01
3.830198565773247132e+00,2.953720653023541587e+01
3.843872928966395541e+00,2.955087480792737153e+01
3.857547292159544838e+00,2.956455693994482203e+01
3.871221655352694135e+00,2.957832773050925113e+01
3.880202204884442896e+00,2.958745666681610231e+01
3.884896018545843432e+00,2.959210925304667938e+01
