,x,G1,G2
0,0.0,0.0,0.0
1,0.010090909090909091,3.754226780884785,2.9623680774224513e-21
2,0.020181818181818183,3.611563285909158,2.521958993183909e-17
3,0.030272727272727274,3.4731469061266775,4.8910816026623175e-15
4,0.040363636363636365,3.3389086136168102,2.0158480641145305e-13
5,0.05045454545454546,3.2087797512186773,3.55486428409129e-12
6,0.06054545454545455,3.082691864042495,3.6633128865594715e-11
7,0.07063636363636364,2.9605765302802487,2.605073675478901e-10
8,0.08072727272727273,2.8423651961146956,1.4117595897587459e-09
9,0.09081818181818183,2.727989019214051,6.215755161244796e-09
10,0.10090909090909092,2.61737872487849,2.3227216197288822e-08
11,0.111,2.5104644783906487,7.599837698614772e-08
12,0.1210909090909091,2.4071757765354835,2.2279532675119424e-07
13,0.13118181818181818,2.3074413606170237,5.955077887907941e-07
14,0.14127272727272727,2.2111891526336773,1.4711006322985098e-06
15,0.15136363636363637,2.118346215602543,3.395011818668379e-06
16,0.16145454545454546,2.0288387383684325,7.383245839084637e-06
17,0.17154545454545456,1.942592044614724,1.5238304553755328e-05
18,0.18163636363636365,1.8595306252277908,3.00231032726765e-05
19,0.19172727272727275,1.7795781926682488,5.674600062843409e-05
20,0.20181818181818184,1.702657755580786,0.00010331819541074447
21,0.2119090909090909,1.6286917115361756,0.0001818510170409391
22,0.222,1.5576019555469234,0.0003103639458458114
23,0.2320909090909091,1.489310001830973,0.0005149733764561552
24,0.2421818181818182,1.4237371162122365,0.0008326260349789464
25,0.25227272727272726,1.3608044565359723,0.0013144285373887885
26,0.26236363636363635,1.3004332185329,0.002029604990586696
27,0.27245454545454545,1.2425447846786632,0.0030700872369534907
28,0.28254545454545454,1.1870608737543686,0.004555707153660976
29,0.29263636363636364,1.1339036890087366,0.006639917619303946
30,0.30272727272727273,1.082996063042473,0.00951591914731768
31,0.31281818181818183,1.0342615977709806,0.01342301410784578
32,0.3229090909090909,0.9876247980637632,0.018652951836785957
33,0.333,0.94301119790013,0.025555968238392183
34,0.3430909090909091,0.9003474781147616,0.034546165713153165
35,0.3531818181818182,0.8595615750284076,0.0461058268070645
36,0.3632727272727273,0.8205827794645844,0.06078821162807824
37,0.3733636363636364,0.7833418258402945,0.07921835874131378
38,0.3834545454545455,0.7477709711858269,0.10209139588395974
39,0.3935454545454546,0.7138040640952118,0.1301678742061135
40,0.4036363636363637,0.6813766037349904,0.16426567123319358
41,0.4137272727272727,0.6504257891453843,0.20524806614312274
42,0.4238181818181818,0.6208905591558761,0.2540076782151087
43,0.4339090909090909,0.5927116233081027,0.31144607635331234
44,0.444,0.5658314842343374,0.37844901409573023
45,0.4540909090909091,0.5401944519814931,0.455857418754613
46,0.4641818181818182,0.5157466507999879,0.5444344620267849
47,0.4742727272727273,0.4924360189357186,0.6448292576633008
48,0.4843636363636364,0.47021230197313924,0.7575379630521584
49,0.4944545454545455,0.4490270402794698,0.8828632976946743
50,0.5045454545454545,0.4288335510955445,1.020873722908947
51,0.5146363636363637,0.40958690580884033,1.1713637427497254
52,0.5247272727272727,0.39124390292980527,1.3338169741687635
53,0.5348181818181819,0.37376303727449717,1.5073737822980835
54,0.5449090909090909,0.357104465835593,1.690805371686137
55,0.555,0.3412299708005894,1.882496253972689
56,0.5650909090909091,0.32610292015111925,2.080436965420377
57,0.5751818181818182,0.31168822625121956,2.2822287741021348
58,0.5852727272727273,0.29795230280556445,2.4851018888370033
59,0.5953636363636364,0.28486302054146356,2.68594835563255
60,0.6054545454545455,0.2723896619412111,2.8813704015756425
61,0.6155454545454546,0.260502875324377,3.067744464297178
62,0.6256363636363637,0.24917462855315353,3.2413005357084828
63,0.6357272727272728,0.23837816260809563,3.3982157654223806
64,0.6458181818181818,0.22808794525669546,3.5347205315475163
65,0.6559090909090909,0.21827962501335896,3.6472144195714913
66,0.666,0.20892998556661818,3.732388784646805
67,0.6760909090909091,0.20001690082789478,3.7873518448008587
68,0.6861818181818182,0.19151929073588791,3.8097516029108287
69,0.6962727272727273,0.18341707793174647,3.7978913675913724
70,0.7063636363636364,0.17569114540259126,3.750832283190278
71,0.7164545454545455,0.16832329517470407,3.668477132609177
72,0.7265454545454546,0.1612962081227568,3.5516297870738462
73,0.7366363636363636,0.15459340494781443,3.402025082639463
74,0.7467272727272728,0.14819920836443376,3.2223246343776513
75,0.7568181818181818,0.14209870652599274,3.0160751745731265
76,0.766909090909091,0.13627771770732341,2.787627424425563
77,0.777,0.1307227562547609,2.542015264383245
78,0.7870909090909092,0.1254209998057755,2.2847970184469797
79,0.7971818181818182,0.12036025777337188,2.021862948750024
80,0.8072727272727274,0.11552894108434743,1.7592154758449152
81,0.8173636363636364,0.11091603315523743,1.5027310741390596
82,0.8274545454545454,0.10651106208526818,1.257915086297361
83,0.8375454545454546,0.10230407404183865,1.0296626707095324
84,0.8476363636363636,0.09828560781087427,0.8220405316876982
85,0.8577272727272728,0.09444667048180984,0.6381047531977369
86,0.8678181818181818,0.0907787142348843,0.4797697259924781
87,0.877909090909091,0.0872736141968247,0.3477415958181081
88,0.888,0.08392364732981421,0.2415266689878623
89,0.8980909090909092,0.0807214723178162,0.15952065512372215
90,0.9081818181818182,0.07766011041384302,0.09917847165238307
91,0.9182727272727274,0.07473292721154944,0.057256701456850474
92,0.9283636363636364,0.07193361530457866,0.030112025218831842
93,0.9384545454545455,0.06925617779734619,0.014029688633500572
94,0.9485454545454546,0.06669491263139055,0.005547365363289729
95,0.9586363636363637,0.06424439769201554,0.0017332319035809067
96,0.9687272727272728,0.06189947666067586,0.0003749769475159217
97,0.9788181818181818,0.05965524557938813,4.203826688890387e-05
98,0.988909090909091,0.05750704009436754,1.0131747469696674e-06
99,0.999,0.0,0.0
