2.370000000000000000e+02,1.003000000000000000e+03,1.281000000000000000e+03,3.360000000000000000e+02,2.620000000000000000e+02,7.000000000000000000e+01,1.408000000000000000e+03,9.300000000000000000e+01,7.360000000000000000e+02,6.520000000000000000e+02,1.120000000000000000e+02,7.500000000000000000e+01,5.220000000000000000e+02,4.190000000000000000e+02,3.960000000000000000e+02,2.910000000000000000e+02,3.070000000000000000e+02,1.340000000000000000e+02,2.240000000000000000e+02,1.500000000000000000e+02,1.000000000000000000e+02,9.000000000000000000e+00
2.380000000000000000e+02,1.015000000000000000e+03,1.292000000000000000e+03,3.470000000000000000e+02,2.780000000000000000e+02,7.000000000000000000e+01,1.411000000000000000e+03,9.900000000000000000e+01,7.560000000000000000e+02,6.560000000000000000e+02,1.140000000000000000e+02,7.800000000000000000e+01,5.300000000000000000e+02,4.310000000000000000e+02,4.020000000000000000e+02,2.940000000000000000e+02,3.160000000000000000e+02,1.360000000000000000e+02,2.270000000000000000e+02,1.530000000000000000e+02,1.000000000000000000e+02,9.000000000000000000e+00
2.470000000000000000e+02,1.036000000000000000e+03,1.324000000000000000e+03,3.600000000000000000e+02,3.000000000000000000e+02,7.200000000000000000e+01,1.429000000000000000e+03,1.090000000000000000e+02,7.850000000000000000e+02,6.730000000000000000e+02,1.200000000000000000e+02,8.300000000000000000e+01,5.430000000000000000e+02,4.540000000000000000e+02,4.170000000000000000e+02,3.040000000000000000e+02,3.300000000000000000e+02,1.390000000000000000e+02,2.320000000000000000e+02,1.570000000000000000e+02,1.030000000000000000e+02,1.300000000000000000e+01
2.580000000000000000e+02,1.088000000000000000e+03,1.371000000000000000e+03,3.720000000000000000e+02,3.260000000000000000e+02,7.600000000000000000e+01,1.440000000000000000e+03,1.200000000000000000e+02,8.070000000000000000e+02,6.980000000000000000e+02,1.260000000000000000e+02,9.000000000000000000e+01,5.550000000000000000e+02,4.850000000000000000e+02,4.410000000000000000e+02,3.170000000000000000e+02,3.460000000000000000e+02,1.460000000000000000e+02,2.380000000000000000e+02,1.630000000000000000e+02,1.060000000000000000e+02,1.900000000000000000e+01
2.740000000000000000e+02,1.194000000000000000e+03,1.445000000000000000e+03,3.910000000000000000e+02,3.640000000000000000e+02,8.100000000000000000e+01,1.463000000000000000e+03,1.380000000000000000e+02,8.650000000000000000e+02,7.510000000000000000e+02,1.350000000000000000e+02,9.900000000000000000e+01,5.880000000000000000e+02,5.210000000000000000e+02,4.810000000000000000e+02,3.450000000000000000e+02,3.760000000000000000e+02,1.560000000000000000e+02,2.470000000000000000e+02,1.700000000000000000e+02,1.090000000000000000e+02,2.900000000000000000e+01
3.030000000000000000e+02,1.355000000000000000e+03,1.537000000000000000e+03,4.270000000000000000e+02,4.130000000000000000e+02,9.000000000000000000e+01,1.523000000000000000e+03,1.690000000000000000e+02,9.750000000000000000e+02,8.430000000000000000e+02,1.500000000000000000e+02,1.140000000000000000e+02,6.440000000000000000e+02,5.670000000000000000e+02,5.450000000000000000e+02,3.790000000000000000e+02,4.130000000000000000e+02,1.720000000000000000e+02,2.610000000000000000e+02,1.810000000000000000e+02,1.180000000000000000e+02,4.600000000000000000e+01
3.410000000000000000e+02,1.549000000000000000e+03,1.667000000000000000e+03,4.770000000000000000e+02,4.700000000000000000e+02,1.020000000000000000e+02,1.603000000000000000e+03,2.080000000000000000e+02,1.118000000000000000e+03,9.530000000000000000e+02,1.670000000000000000e+02,1.310000000000000000e+02,7.210000000000000000e+02,6.310000000000000000e+02,6.260000000000000000e+02,4.150000000000000000e+02,4.650000000000000000e+02,1.940000000000000000e+02,2.800000000000000000e+02,1.950000000000000000e+02,1.360000000000000000e+02,6.900000000000000000e+01
3.800000000000000000e+02,1.754000000000000000e+03,1.821000000000000000e+03,5.350000000000000000e+02,5.270000000000000000e+02,1.160000000000000000e+02,1.719000000000000000e+03,2.550000000000000000e+02,1.279000000000000000e+03,1.075000000000000000e+03,1.880000000000000000e+02,1.500000000000000000e+02,8.130000000000000000e+02,7.010000000000000000e+02,7.120000000000000000e+02,4.560000000000000000e+02,5.250000000000000000e+02,2.210000000000000000e+02,3.010000000000000000e+02,2.110000000000000000e+02,1.590000000000000000e+02,9.600000000000000000e+01
4.240000000000000000e+02,1.967000000000000000e+03,1.990000000000000000e+03,6.020000000000000000e+02,5.870000000000000000e+02,1.320000000000000000e+02,1.854000000000000000e+03,3.050000000000000000e+02,1.445000000000000000e+03,1.195000000000000000e+03,2.090000000000000000e+02,1.680000000000000000e+02,9.000000000000000000e+02,7.740000000000000000e+02,8.030000000000000000e+02,5.080000000000000000e+02,5.790000000000000000e+02,2.490000000000000000e+02,3.220000000000000000e+02,2.270000000000000000e+02,1.820000000000000000e+02,1.260000000000000000e+02
4.610000000000000000e+02,2.158000000000000000e+03,2.160000000000000000e+03,6.730000000000000000e+02,6.350000000000000000e+02,1.470000000000000000e+02,2.007000000000000000e+03,3.510000000000000000e+02,1.611000000000000000e+03,1.315000000000000000e+03,2.270000000000000000e+02,1.850000000000000000e+02,9.850000000000000000e+02,8.510000000000000000e+02,8.780000000000000000e+02,5.590000000000000000e+02,6.380000000000000000e+02,2.710000000000000000e+02,3.380000000000000000e+02,2.420000000000000000e+02,2.030000000000000000e+02,1.550000000000000000e+02
4.890000000000000000e+02,2.330000000000000000e+03,2.305000000000000000e+03,7.310000000000000000e+02,6.720000000000000000e+02,1.600000000000000000e+02,2.160000000000000000e+03,3.840000000000000000e+02,1.748000000000000000e+03,1.408000000000000000e+03,2.390000000000000000e+02,2.000000000000000000e+02,1.054000000000000000e+03,9.150000000000000000e+02,9.390000000000000000e+02,6.050000000000000000e+02,6.850000000000000000e+02,2.840000000000000000e+02,3.500000000000000000e+02,2.540000000000000000e+02,2.230000000000000000e+02,1.760000000000000000e+02
5.150000000000000000e+02,2.474000000000000000e+03,2.430000000000000000e+03,7.810000000000000000e+02,7.020000000000000000e+02,1.700000000000000000e+02,2.287000000000000000e+03,4.080000000000000000e+02,1.861000000000000000e+03,1.485000000000000000e+03,2.480000000000000000e+02,2.130000000000000000e+02,1.116000000000000000e+03,9.680000000000000000e+02,9.920000000000000000e+02,6.400000000000000000e+02,7.240000000000000000e+02,2.940000000000000000e+02,3.600000000000000000e+02,2.640000000000000000e+02,2.390000000000000000e+02,1.920000000000000000e+02
