red,green,blue
104,87,86
102,84,81
99,80,77
100,81,78
83,121,8
82,112,8
74,101,1
75,105,1
103,127,18
137,149,61
149,157,83
128,151,53
113,150,38
106,146,45
108,139,53
164,167,97
224,217,176
240,233,202
214,211,157
116,147,54
88,128,30
89,137,33
76,128,36
66,117,29
72,126,25
75,131,24
62,113,12
49,92,10
47,86,15
57,100,19
60,107,16
56,98,21
57,94,35
64,101,41
66,102,42
60,95,41
59,93,41
61,95,41
63,95,44
59,88,44
60,93,45
65,107,38
60,108,17
49,93,8
46,83,13
52,92,18
61,104,23
61,104,21
54,94,17
47,81,17
43,73,16
44,73,16
52,75,22
65,52,42
67,49,44
73,56,51
81,64,60
85,66,63
81,61,56
77,55,48
77,55,47
78,54,47
87,127,18
88,113,15
76,93,2
69,92,0
73,98,0
93,113,13
105,125,27
92,127,14
83,129,5
79,127,7
132,151,61
225,214,172
248,244,226
250,247,229
226,225,191
132,156,88
91,131,26
87,137,12
75,129,19
66,118,20
73,128,20
75,129,19
63,110,12
52,93,9
54,94,16
64,106,28
67,109,31
63,101,33
64,99,42
69,104,50
66,100,47
60,94,40
62,96,40
65,99,45
66,97,52
64,93,51
63,98,42
64,108,28
56,105,11
47,90,9
45,77,16
49,81,25
55,91,32
56,94,27
49,84,18
43,73,15
41,67,13
41,68,13
52,66,25
59,45,40
61,48,44
68,52,49
70,52,48
67,47,40
65,43,34
66,43,34
69,44,35
69,44,34
90,123,23
91,113,16
89,105,11
84,106,3
71,96,0
79,100,1
88,110,5
78,110,3
68,108,0
66,112,0
124,146,48
220,214,163
245,241,218
248,244,222
206,209,165
121,149,74
87,130,10
83,134,1
72,127,8
64,117,11
65,117,10
66,114,16
57,99,15
53,92,11
61,102,17
66,107,28
69,107,37
68,102,42
72,106,54
71,103,57
67,97,55
59,91,43
57,91,38
55,88,36
57,90,42
59,93,43
58,95,32
57,100,21
58,102,15
61,94,22
56,87,23
52,88,22
56,92,27
54,89,24
47,79,15
45,75,13
46,73,16
46,72,17
57,63,30
55,42,40
58,47,44
61,48,45
60,42,37
59,39,31
61,38,29
63,39,29
67,41,30
70,42,31
104,136,26
122,146,33
135,152,56
119,138,34
105,122,15
113,121,22
113,123,28
97,116,24
88,116,19
93,124,19
113,140,41
172,180,101
206,206,142
187,192,129
136,151,70
101,127,28
85,126,8
82,132,9
75,126,10
62,110,9
60,108,8
65,105,18
57,94,19
56,96,16
63,104,21
65,106,28
67,103,38
71,103,49
74,104,56
71,99,56
64,86,49
62,81,45
59,82,39
56,83,31
59,86,32
67,89,40
67,89,38
67,96,31
83,73,37
79,40,22
77,48,27
73,78,29
68,98,27
57,96,19
50,89,14
50,85,16
53,83,21
59,89,20
65,69,32
51,38,38
53,44,42
54,42,38
53,36,30
56,35,28
59,36,27
63,37,28
68,40,30
70,41,30
106,140,16
168,183,81
170,183,94
136,154,60
127,137,45
126,135,34
108,124,19
105,124,36
116,138,53
120,144,50
123,146,46
141,160,54
149,164,53
132,147,41
123,135,44
111,128,30
89,121,19
74,117,17
67,111,14
60,104,11
63,107,11
68,105,25
64,99,27
64,106,17
67,105,28
59,81,39
54,64,39
59,61,43
61,63,45
62,63,46
62,53,45
64,53,47
60,51,42
60,51,42
56,46,36
56,43,35
51,39,31
51,41,32
51,29,23
61,26,17
75,38,23
70,31,20
71,41,23
72,60,26
70,83,29
57,90,27
52,83,24
60,93,17
62,60,36
47,36,35
47,39,38
47,36,32
48,32,26
53,32,26
57,34,27
62,36,28
67,39,30
71,41,31
145,159,75
193,198,122
165,180,86
108,135,25
113,133,30
108,129,25
109,126,31
131,144,62
129,146,65
99,126,32
95,126,10
131,151,11
152,162,23
151,161,39
146,156,52
131,145,42
95,126,23
68,107,15
60,98,19
67,107,26
71,114,23
71,107,30
72,106,29
66,103,21
48,58,32
33,28,28
34,27,28
34,27,28
41,33,34
46,37,37
45,38,38
41,35,36
40,32,32
42,32,30
39,29,25
35,26,24
28,20,19
23,18,17
24,19,19
35,26,23
52,36,28
54,32,23
53,24,17
56,23,16
77,46,35
84,73,39
48,73,20
50,74,18
56,49,41
41,32,31
39,32,31
39,30,27
41,27,23
47,27,23
52,29,24
58,33,27
65,36,29
69,39,31
173,181,109
192,199,118
142,163,56
152,165,70
176,183,107
179,184,115
174,180,119
159,170,103
118,140,60
75,105,8
75,111,0
103,126,0
131,144,14
147,162,24
149,164,40
142,160,35
111,144,27
87,128,19
70,112,25
73,116,34
74,117,30
72,106,34
66,92,30
41,49,28
28,23,26
29,25,26
32,27,28
34,28,29
43,37,37
44,37,37
36,30,31
33,27,28
31,25,27
29,23,23
25,19,19
22,15,15
20,13,12
24,15,13
33,22,19
41,30,25
44,32,27
44,31,26
47,31,25
49,31,24
52,28,19
66,28,17
52,54,15
46,63,27
50,40,39
34,25,23
30,22,21
31,23,22
35,22,20
39,22,19
44,24,20
51,27,23
57,31,26
62,34,29
173,185,91
184,200,72
177,191,82
211,214,161
217,219,174
202,205,159
168,178,125
119,141,77
73,102,31
52,81,2
67,94,1
124,135,6
174,183,0
191,202,18
174,186,67
154,168,82
143,163,77
112,145,46
75,117,25
66,110,25
66,111,22
60,90,29
41,46,29
30,25,27
29,26,27
24,20,21
23,19,20
29,24,26
31,27,29
30,26,27
28,23,24
26,20,21
25,19,20
23,17,16
29,18,15
47,27,17
69,45,27
94,70,45
111,88,59
119,96,68
118,94,68
112,86,62
111,83,61
113,84,60
114,84,60
120,85,60
110,87,51
89,82,51
56,42,36
28,18,16
23,14,14
23,15,15
25,15,15
29,16,15
35,18,16
42,21,18
48,25,21
53,28,24
195,201,126
198,211,88
202,215,95
209,222,111
190,211,86
141,168,63
97,121,52
69,96,25
56,84,15
51,76,10
68,86,10
145,152,16
198,204,34
206,213,88
181,192,123
155,167,125
149,163,114
118,141,72
79,114,27
70,113,16
62,100,16
40,47,27
29,24,27
24,22,23
24,22,24
21,18,19
23,20,22
27,24,27
29,25,28
28,23,24
29,22,22
27,19,18
35,23,19
42,26,18
67,45,28
98,74,46
109,89,59
113,94,66
116,91,65
106,78,53
95,67,44
95,65,45
96,65,45
100,68,46
106,73,50
112,80,56
119,91,65
125,98,69
122,95,67
96,71,49
47,29,22
19,10,11
27,18,17
34,23,21
31,19,18
33,18,16
37,19,16
40,20,17
198,203,152
197,206,121
189,204,83
166,196,23
114,165,0
77,116,2
72,99,20
71,98,24
72,98,26
88,111,35
138,152,58
171,181,74
170,183,90
164,185,113
128,157,93
103,132,63
106,133,61
97,129,35
85,124,10
78,118,8
49,66,20
29,24,28
30,27,29
32,28,31
25,21,24
23,21,23
28,25,28
29,25,27
24,20,20
24,19,19
29,20,21
44,27,21
72,50,31
89,67,42
100,78,49
96,72,47
93,66,46
94,66,47
92,58,38
88,53,32
78,51,33
88,61,43
92,60,39
91,54,33
90,50,29
93,57,34
99,68,44
97,67,42
97,67,43
103,74,48
101,70,47
71,47,33
53,35,24
50,33,28
43,34,32
52,41,38
63,50,44
75,60,51
179,190,133
182,193,117
172,183,86
133,157,41
69,103,0
60,89,1
66,92,13
73,97,20
100,126,38
158,179,83
206,218,132
214,224,146
183,201,121
126,162,64
84,130,13
68,102,0
86,115,6
93,131,0
88,132,0
64,89,12
29,26,23
24,21,23
27,23,26
27,24,27
28,24,26
30,27,29
31,28,32
24,21,22
22,16,17
28,19,18
46,27,21
64,38,24
86,60,38
95,72,46
90,64,40
78,47,29
85,53,34
80,48,29
83,44,23
85,47,25
56,31,21
76,45,29
101,64,42
105,62,37
100,52,27
99,54,31
104,66,42
101,65,40
90,52,30
86,51,29
80,45,26
87,54,34
83,54,36
53,33,25
32,19,18
31,20,20
39,28,25
47,35,30
154,171,110
151,169,93
153,166,78
133,150,55
73,94,11
62,81,11
79,93,24
101,114,33
118,139,42
162,183,83
199,214,126
213,225,149
196,213,120
130,167,36
97,134,0
120,142,1
103,129,6
88,124,7
71,103,8
38,39,25
29,26,28
28,25,28
26,23,26
26,23,25
27,24,26
25,23,27
26,24,28
22,18,19
25,18,19
43,27,21
64,38,25
71,41,25
76,44,25
75,43,24
74,39,21
77,42,23
76,46,29
75,46,28
91,49,26
88,46,24
51,29,23
82,44,25
104,61,39
117,66,40
115,63,35
112,61,34
114,66,39
112,65,36
101,54,29
94,53,29
87,45,24
82,41,22
78,42,25
68,39,27
42,21,16
41,19,13
42,20,14
42,20,14
106,128,69
98,122,49
148,159,77
160,167,84
94,111,36
72,85,26
130,132,72
157,161,83
138,154,55
153,169,73
201,203,128
216,216,150
183,193,100
119,148,21
169,183,1
190,201,2
143,167,3
70,108,10
45,56,20
28,25,28
24,22,24
22,19,21
24,21,23
27,25,28
23,22,23
26,24,28
27,25,29
25,21,23
33,23,21
64,38,26
78,45,28
82,46,28
79,41,22
77,40,21
78,40,21
83,45,23
76,46,27
67,44,29
99,57,32
94,52,28
46,30,24
88,50,31
104,61,40
120,74,48
123,71,41
124,73,44
125,74,43
121,70,38
113,62,34
104,56,31
100,53,29
96,49,28
84,40,21
73,37,21
62,34,23
47,21,14
52,24,16
52,25,16
61,85,32
74,95,25
141,145,71
152,155,83
121,126,60
153,146,87
182,177,115
186,188,118
153,166,79
161,167,88
223,214,168
227,216,172
171,168,103
115,132,17
187,198,8
197,208,3
139,167,3
63,96,12
34,35,24
22,19,21
27,25,27
26,24,25
22,20,21
22,20,21
22,20,22
26,24,28
29,27,31
27,23,25
48,29,23
83,48,30
91,52,31
91,50,29
90,48,26
90,47,25
91,47,24
94,51,27
87,54,33
68,45,30
103,59,34
102,60,37
41,29,25
85,53,40
105,61,42
123,80,55
131,78,47
135,80,49
137,83,52
129,76,44
121,69,39
106,57,33
87,46,27
87,48,29
94,50,28
80,40,21
71,37,23
57,28,20
57,24,15
58,26,16
53,76,27
73,90,29
110,111,51
102,104,50
119,118,65
171,161,104
179,178,118
160,171,102
118,138,66
103,116,53
168,164,112
166,163,111
105,115,43
140,153,13
182,194,9
165,183,11
109,138,24
65,86,23
25,24,22
25,23,25
27,26,28
21,19,20
21,19,21
21,19,21
22,20,22
25,24,26
30,29,33
30,25,26
60,36,26
94,56,35
101,59,36
101,57,35
103,57,33
103,56,30
104,55,29
107,59,32
102,64,38
75,46,28
96,53,30
103,57,35
62,43,35
98,65,53
108,64,47
120,73,48
133,80,52
139,84,54
135,81,49
122,72,43
110,61,35
99,53,31
79,41,23
70,36,22
86,45,26
85,44,23
75,37,20
68,35,23
62,28,17
62,27,16
67,83,33
85,91,36
89,89,36
75,78,28
77,84,34
104,112,56
104,116,58
92,111,52
77,93,32
58,71,14
57,72,17
54,70,20
102,118,16
190,198,9
203,210,4
169,184,24
135,154,50
82,92,39
21,18,20
21,19,20
20,18,19
19,17,18
20,18,19
21,19,20
22,20,22
28,26,29
31,30,35
33,27,27
64,37,26
100,60,39
111,66,43
116,69,44
119,70,43
119,70,40
118,67,37
119,68,37
119,72,41
94,58,33
91,52,28
101,55,32
82,43,27
88,55,42
102,61,42
117,70,42
125,75,45
123,72,41
105,59,35
87,47,28
93,48,27
94,52,32
91,49,28
69,33,22
74,36,23
79,40,22
86,44,23
80,41,24
70,35,22
64,28,15
74,82,29
97,93,39
93,89,35
80,83,29
78,85,27
83,89,27
87,90,30
83,86,25
101,97,28
100,95,26
70,78,17
49,66,15
85,101,22
179,187,21
200,207,18
176,188,31
143,166,43
82,99,37
23,19,22
22,20,21
20,19,19
22,20,21
21,19,20
21,19,20
23,21,22
25,23,25
30,28,32
35,30,32
69,42,31
107,65,44
122,75,50
127,78,51
130,80,51
129,79,49
129,79,47
132,81,49
131,80,45
112,66,35
98,56,30
96,52,29
93,54,32
92,54,33
92,53,31
103,58,31
103,58,30
88,47,23
81,43,24
89,46,23
84,41,21
100,55,32
103,56,32
72,33,23
76,32,26
76,36,22
98,52,29
96,50,27
77,39,23
68,32,19
89,97,47
90,88,34
92,89,32
89,89,31
86,90,28
99,97,27
102,98,25
117,105,33
146,127,48
151,132,48
124,110,33
95,90,28
72,80,23
110,116,29
150,151,38
153,162,44
128,149,46
63,76,30
24,21,23
22,20,21
20,18,19
21,19,20
20,18,19
22,19,20
23,20,22
23,21,23
26,25,28
39,32,33
77,47,34
114,71,49
129,81,55
130,81,54
132,82,55
133,82,53
134,83,54
139,89,58
138,88,54
125,74,39
110,61,30
101,53,26
97,56,31
95,55,32
92,49,27
92,47,23
90,46,23
89,47,23
94,49,24
95,49,24
85,40,20
108,59,34
114,63,38
84,38,26
94,40,34
92,41,27
102,55,30
106,56,31
88,44,25
76,39,25
128,134,100
93,94,46
94,91,30
99,96,32
95,93,31
93,94,25
100,94,24
130,113,39
160,135,55
174,145,59
175,144,59
163,133,56
130,113,43
129,114,34
167,147,48
173,169,56
149,166,54
58,63,29
24,21,24
21,19,20
22,19,20
21,19,20
21,19,19
21,19,19
22,19,21
23,22,23
28,26,29
37,29,29
68,43,35
111,69,50
128,81,57
131,81,56
133,81,57
135,83,58
135,83,56
138,87,59
140,89,57
131,79,43
121,70,35
117,66,35
123,72,40
123,73,42
119,69,41
115,66,40
116,67,40
126,77,48
132,81,49
116,63,31
91,45,24
124,74,48
129,76,50
95,42,31
118,57,53
108,52,37
111,63,39
124,73,45
104,56,32
83,44,29
125,129,94
101,100,51
106,99,35
120,109,39
121,107,36
121,103,30
134,110,35
159,130,52
177,145,63
187,155,69
194,161,77
193,161,81
183,155,71
190,162,66
200,174,68
188,174,61
151,165,50
73,84,29
22,19,22
22,20,21
21,19,19
20,19,19
21,19,20
21,19,20
21,19,20
27,24,27
30,26,29
32,27,29
54,37,35
103,64,48
125,79,58
129,81,57
132,82,59
135,82,61
135,82,60
139,89,61
142,91,59
138,87,52
130,79,44
130,79,45
143,92,58
147,98,67
145,93,65
143,92,67
144,93,68
147,95,69
154,107,82
137,86,50
110,62,35
130,79,52
134,80,54
103,48,37
125,62,58
108,53,38
122,72,50
135,81,51
113,62,36
90,49,32
103,107,49
99,99,33
112,104,31
141,121,39
161,129,39
166,130,38
177,141,51
189,155,67
196,163,73
197,165,75
197,166,79
198,167,83
198,168,83
196,168,78
198,170,73
178,165,61
133,144,44
75,90,28
25,22,22
22,20,21
22,19,20
20,18,19
22,19,20
23,20,22
22,19,21
25,21,24
25,21,23
30,27,30
58,40,37
106,65,49
124,79,58
130,82,59
131,82,58
135,85,61
136,87,64
144,97,69
143,95,63
132,84,51
126,78,45
128,81,49
130,86,57
139,98,69
139,93,59
137,80,44
136,82,47
138,83,50
146,95,64
132,81,47
128,78,52
135,86,63
134,81,57
104,47,36
127,65,61
110,55,39
134,83,60
138,83,53
115,64,37
95,53,34
107,114,26
108,117,21
106,108,22
131,114,26
159,127,30
165,132,34
167,139,44
179,151,58
187,159,66
181,154,60
180,153,58
190,158,66
190,158,70
181,152,65
179,155,66
175,164,65
154,167,43
96,120,23
26,24,21
21,18,20
21,19,20
21,19,20
22,19,20
21,18,19
20,17,19
22,19,21
24,21,24
30,25,27
58,38,33
102,63,48
123,78,58
130,82,61
131,82,58
133,82,58
136,86,63
144,95,69
135,89,59
113,70,42
119,78,49
126,91,67
110,66,44
124,82,59
138,97,70
146,95,60
147,93,55
134,79,45
129,76,43
128,73,41
129,78,54
135,86,62
128,78,54
100,46,37
125,66,61
110,60,39
136,85,55
133,80,48
111,65,38
99,56,36
100,113,18
121,135,19
114,120,17
123,108,18
133,111,16
122,111,16
118,114,20
133,126,34
138,132,41
134,128,38
149,132,38
172,141,50
171,140,55
164,135,57
170,146,61
178,178,50
179,200,17
134,161,12
30,30,21
18,15,17
20,17,18
22,20,21
20,18,18
20,18,19
22,19,21
23,20,22
24,21,24
29,24,27
43,32,31
74,46,38
112,69,52
128,81,59
134,84,61
133,82,58
133,82,58
138,89,63
121,81,55
105,67,41
125,84,57
113,71,49
82,48,37
105,60,45
123,77,57
148,102,78
156,106,76
148,94,60
137,84,55
135,85,60
136,85,60
132,82,56
121,73,48
103,53,45
120,67,50
117,69,41
127,77,44
120,71,41
104,60,38
105,58,37
78,92,16
123,133,26
140,135,30
141,123,21
126,110,9
104,106,10
98,107,16
98,110,23
91,108,25
91,108,21
116,116,26
135,124,34
142,124,38
152,125,48
163,142,54
179,184,42
188,204,31
163,189,43
68,75,34
18,13,17
21,17,19
21,18,19
20,17,18
22,19,20
22,18,20
22,18,19
23,19,21
28,24,26
35,29,31
59,40,35
105,62,44
120,73,51
126,77,53
127,78,51
129,80,53
131,84,58
106,73,51
104,68,44
130,80,50
90,52,33
59,38,33
107,60,45
115,68,47
142,93,70
155,105,79
155,101,70
146,89,56
139,84,55
129,77,49
126,77,50
108,64,42
101,57,40
119,69,42
121,71,41
113,64,37
102,60,40
102,58,38
106,61,39
64,76,19
124,131,40
150,142,43
143,127,25
119,111,14
101,106,18
93,104,24
83,100,24
75,98,23
75,98,21
89,106,24
102,112,24
116,113,27
138,117,38
170,143,62
187,181,86
180,191,98
164,182,104
126,139,79
34,31,24
19,16,17
19,16,17
21,18,19
22,19,20
22,19,20
22,18,20
23,19,21
27,22,24
36,27,28
57,37,31
91,55,38
107,63,41
119,70,45
120,70,45
123,73,47
126,80,53
95,65,47
108,70,49
139,86,54
91,58,40
60,43,40
119,71,50
127,77,54
142,90,64
154,102,74
156,103,76
152,96,64
146,88,55
135,80,48
119,68,42
104,58,36
102,56,34
115,66,38
113,65,38
100,59,39
90,51,36
89,49,34
91,52,37
66,83,20
114,129,36
130,136,38
118,120,21
104,113,14
97,106,23
82,96,23
67,88,19
62,88,10
74,96,16
89,103,28
93,102,30
87,93,26
108,100,35
160,142,77
189,179,124
186,187,139
175,183,134
169,178,130
74,73,52
19,14,14
20,17,18
22,19,20
22,19,20
22,19,20
23,20,22
24,21,23
26,21,23
33,26,26
47,33,30
70,43,33
98,58,39
110,64,40
115,67,41
119,70,43
126,82,53
114,78,55
123,80,54
142,89,56
99,64,43
90,60,49
128,80,54
139,88,62
148,94,65
155,102,71
157,103,73
154,98,66
150,93,61
143,84,52
129,74,42
119,67,38
120,70,42
114,66,41
103,63,44
98,70,61
106,81,75
128,107,103
127,107,105
60,79,12
94,116,25
112,130,42
118,136,47
106,123,31
94,107,29
75,91,23
62,83,12
66,93,0
76,99,3
82,95,24
74,87,32
63,79,32
70,83,35
106,112,60
163,163,114
189,187,142
195,196,156
205,210,179
183,187,155
90,89,67
23,19,19
21,19,20
21,18,19
21,19,20
22,19,21
23,20,22
25,21,23
32,25,28
47,32,30
63,37,27
80,46,31
100,58,38
110,64,39
117,71,45
135,98,67
132,93,65
127,81,52
137,83,50
100,60,38
88,53,38
134,83,55
148,94,64
151,95,64
153,97,65
153,97,65
151,93,58
147,89,54
141,85,52
132,81,49
124,74,44
121,76,50
103,63,45
129,108,105
161,148,148
169,159,159
157,145,145
152,139,137
72,84,20
92,107,31
118,135,63
126,145,76
105,121,57
79,92,34
67,83,27
67,86,16
77,97,8
79,97,13
74,87,30
66,82,38
63,82,39
63,82,38
64,84,39
103,117,70
168,169,121
204,203,167
221,223,200
222,227,205
182,187,157
44,42,35
20,17,18
22,19,20
21,18,19
23,20,22
24,21,24
25,22,24
28,24,27
34,28,31
41,30,30
50,31,26
73,43,30
89,56,38
97,60,41
115,80,56
121,84,57
119,76,47
125,75,43
114,69,44
111,64,41
131,82,51
141,87,54
144,88,55
144,87,53
142,85,50
139,83,49
135,82,50
135,91,60
130,91,62
123,84,58
107,75,54
46,27,23
65,60,65
148,141,144
169,159,159
175,165,163
181,173,171
73,87,19
88,101,27
92,110,39
96,114,55
80,91,44
65,76,30
59,72,21
76,88,26
93,102,37
96,102,48
87,93,48
68,81,38
57,73,32
71,85,45
93,102,63
102,112,69
137,144,98
194,193,156
223,223,199
228,230,211
228,232,212
151,152,125
42,40,33
19,16,18
21,18,20
22,19,21
23,20,23
25,22,25
26,23,27
30,27,31
35,30,35
36,29,32
36,26,26
40,30,30
45,34,34
62,42,37
98,67,48
119,87,60
123,84,56
121,75,46
127,79,49
130,79,48
130,80,47
131,78,44
130,76,44
126,74,43
125,77,47
122,78,51
127,94,67
121,95,74
120,102,87
124,115,102
85,72,62
41,27,22
63,52,47
94,88,86
121,118,119
145,142,144
58,73,8
70,88,12
68,89,15
64,82,21
68,77,29
61,70,25
61,71,24
88,96,44
109,115,64
110,115,69
101,103,60
80,83,43
66,73,34
92,98,60
126,130,91
131,134,94
121,129,88
147,152,112
199,198,163
221,221,195
223,225,203
216,222,192
138,142,105
36,34,28
21,18,21
22,20,23
23,21,24
26,22,26
27,24,28
28,24,29
31,27,33
31,27,33
32,28,32
31,27,31
32,27,31
39,32,36
57,42,39
82,58,44
105,72,51
111,69,45
117,71,46
118,72,48
112,69,44
104,64,44
110,74,53
110,75,55
108,83,68
101,85,78
100,98,104
102,115,136
109,128,148
128,135,136
145,143,129
137,130,114
95,85,76
71,62,47
48,40,34
31,25,28
47,59,9
57,73,13
59,80,17
58,78,16
56,73,16
57,70,18
71,81,34
98,104,58
117,121,75
117,120,75
106,107,65
86,87,48
82,86,45
105,109,66
132,134,88
134,135,90
111,116,78
95,103,67
120,127,87
174,173,132
192,191,154
175,180,138
142,153,102
94,104,62
49,52,32
30,27,26
23,20,24
23,19,24
25,23,26
28,24,29
28,24,29
26,23,27
27,23,27
26,22,26
26,22,25
30,26,32
38,33,40
35,27,28
36,24,23
44,30,28
51,36,33
53,37,35
58,41,39
90,67,54
114,78,58
108,74,61
93,108,134
90,109,138
86,104,133
91,111,139
97,118,146
97,119,146
112,127,141
131,135,130
144,141,127
134,127,114
90,80,68
48,38,32
49,63,7
55,72,16
66,86,29
68,88,28
60,79,16
62,76,20
75,87,36
82,92,45
84,91,47
94,97,54
91,93,50
88,90,46
101,103,59
117,123,76
148,151,105
149,148,102
114,115,74
86,91,57
70,81,47
92,100,62
121,123,78
112,117,68
96,106,57
94,107,56
88,103,53
72,85,43
57,63,36
40,37,30
26,22,27
24,19,25
23,19,23
23,19,24
24,20,25
24,20,24
26,22,27
28,24,29
30,26,32
30,26,31
27,24,28
32,26,29
45,31,31
70,46,38
102,62,43
120,83,59
129,102,81
97,94,106
91,110,139
104,126,155
109,134,163
106,129,157
106,130,158
105,130,158
104,130,159
105,131,157
117,133,145
134,137,132
141,136,122
137,130,116
55,71,8
60,79,18
68,88,30
74,92,36
70,85,29
75,87,34
84,97,46
65,82,33
45,59,18
55,62,25
63,68,29
78,80,39
99,100,59
118,128,87
160,171,134
160,166,126
117,119,77
93,94,57
76,82,48
66,76,44
71,81,43
81,88,44
90,96,50
97,105,58
94,107,59
87,103,54
81,102,44
87,101,45
85,89,47
71,72,42
60,59,34
51,47,30
38,33,29
29,25,26
31,26,28
33,28,33
33,28,33
37,28,32
47,29,30
76,45,38
98,55,37
107,67,49
111,86,76
106,95,98
96,108,129
95,116,144
98,116,143
95,113,138
95,114,141
98,121,150
103,128,158
107,133,164
104,131,160
103,130,159
102,129,160
105,129,156
109,119,132
112,113,112
66,82,24
79,99,37
77,96,36
70,86,31
71,83,34
81,93,48
85,99,53
61,78,33
45,57,21
52,59,26
56,60,26
59,62,27
77,80,44
102,116,79
151,168,132
150,164,126
107,116,77
94,95,60
88,89,54
74,79,45
65,75,39
71,80,41
84,91,47
94,101,52
91,100,52
83,96,48
73,92,38
77,99,37
105,121,54
119,132,60
98,108,42
84,87,33
74,78,31
64,67,29
57,57,32
54,53,30
48,47,28
61,55,31
81,65,34
100,92,59
120,123,130
105,121,143
101,124,152
100,124,154
100,121,149
97,117,144
94,113,141
93,111,137
92,111,138
90,108,135
80,97,124
84,103,131
97,120,150
97,120,150
95,118,148
99,124,155
96,114,140
75,76,85
72,88,25
83,102,38
83,98,37
76,84,28
68,76,29
69,82,43
65,82,45
49,63,30
52,63,29
69,77,40
68,72,35
56,57,24
59,63,30
75,89,54
110,130,94
113,131,95
84,99,64
78,87,54
85,89,54
84,86,49
76,81,44
71,79,42
82,92,42
95,105,43
92,100,45
84,92,46
80,92,45
74,91,39
84,100,44
94,106,47
80,90,31
72,79,25
70,76,28
71,75,30
71,73,31
62,66,25
62,69,24
74,86,38
87,106,49
118,138,110
123,149,175
108,133,161
105,127,156
103,125,154
102,123,152
101,120,147
98,118,145
94,113,140
89,107,135
87,105,134
91,110,140
86,103,129
82,97,122
92,114,144
93,116,148
93,115,145
79,93,115
36,36,43
64,80,6
68,81,16
83,88,26
95,95,35
72,79,22
53,67,21
50,64,32
49,61,33
61,72,35
77,85,43
67,72,34
48,51,18
54,56,23
57,67,33
64,81,48
71,87,53
64,81,46
63,78,45
69,81,46
81,86,47
89,88,48
90,89,48
93,94,44
95,100,40
86,96,39
90,96,48
106,108,63
103,107,62
84,95,51
78,89,41
69,79,26
68,76,24
67,72,27
67,70,30
71,72,31
67,73,26
69,79,26
82,93,39
94,107,49
132,149,144
119,144,170
109,133,160
106,129,158
104,126,155
103,124,153
99,120,148
94,113,142
88,105,131
85,101,127
91,108,136
97,117,145
100,120,150
91,112,142
80,99,126
81,102,132
78,97,125
52,57,71
39,40,49
82,86,12
77,80,12
100,97,30
124,116,43
110,107,29
80,82,17
70,77,28
73,79,33
75,82,37
72,82,39
55,62,26
47,50,19
56,60,28
58,65,34
51,62,31
54,65,33
59,71,37
57,71,38
62,76,37
86,91,41
106,103,48
117,111,53
110,105,48
87,90,37
79,89,36
107,116,62
144,147,94
148,147,96
120,122,74
80,88,40
65,73,24
67,73,25
68,71,29
70,71,31
79,80,36
76,82,31
74,83,25
84,88,26
114,111,55
136,154,165
115,139,165
112,136,162
110,133,161
109,132,160
105,127,156
100,120,149
98,119,149
102,124,154
105,127,156
102,122,149
90,110,136
79,97,126
70,88,118
62,80,109
57,73,99
59,72,93
59,68,84
60,69,84
118,107,28
129,117,25
159,142,53
183,162,74
172,151,48
126,116,23
107,109,28
108,109,34
85,89,35
66,76,36
55,61,28
