,id,struct_filepath,formula,anon_formula,anions,heteroanion,sg_sym,sg_num,n_elems,mm_dist,tm1,tm2,idx1,idx2,oxi1,oxi2,ref_dist,delta,normed_dist,d_state1,d_state2,n1,n2,ionic_r_1,ionic_r_2,mn1,mn2,max_con,ce1,ce2,cn1,cn2,csm1,csm2,gii,gii_1991,pred_d1
0,1,Cr2Te4O11_1.cif,Cr2Te4O11,A2B4C11,"O,Te",True,P2_1/c,14.0,3,3.0966107894370225,Cr,Cr,2,0,3.0,3.0,2.46784594,0.6287648494370224,1.2547828611363894,5,5,3,3,0.755,0.755,57,57,0.0,O:6,O:6,6.0,6.0,0.8017639356727807,0.8017639356727807,0.25103944475670104,0.4314374216579381,2
1,100001,KCu3S2_100001.cif,KCu3S2,AB2C3,S,False,C2/m,12.0,3,2.6279465450598813,Cu,Cu,10,9,1.0,1.0,2.5606193692015,0.06732717585838133,1.0262933166358796,10,10,3,3,0.91,0.91,72,72,1.449299532027876,T:4,T:4,4.0,4.0,1.436946089162889,1.436946089162889,0.12161815363622724,,9
2,100015,YBO3_100015.cif,YBO3,ABC3,O,False,Pm,6.0,3,3.7781801615769104,Y,Y,2,0,3.0,3.0,3.533909661494832,0.24427050008207815,1.0691218858092577,1,1,4,4,1.04,1.04,25,25,0.0,C:8,C:8,8.0,8.0,1.7231068293231595,1.7231068293231595,0.2234078967005613,0.2385958178643476,-2
3,100028,Ba2CuF6_100028.cif,Ba2CuF6,AB2C6,F,False,Cmce,64.0,3,4.146981462461581,Cu,Cu,9,8,2.0,2.0,2.5606193692015,1.5863620932600813,1.619522804654395,10,10,3,3,0.87,0.87,72,72,0.0,O:6,O:6,6.0,6.0,0.8452034184642475,0.8452034184642475,0.18190034064398405,,8
4,10004,Na3(CuS)4_10004.cif,Na3(CuS)4,A3B4C4,S,False,Pbam,55.0,3,2.621158440430375,Cu,Cu,11,8,0.0,0.0,2.5606193692015,0.06053907122887514,1.023642354641625,10,10,3,3,,,72,72,1.1323741451924043,PBP:12,PBP:12,12.0,12.0,5.777568864534,5.777568864534,0.0,0.0,10
5,100053,V4Cu3S8_100053.cif,V4Cu3S8,A3B4C8,S,False,Cm,8.0,3,2.776968334086578,Cu,V,8,2,0.0,0.0,2.5764529596007497,0.20051537448582835,1.0778261344685682,10,3,3,3,,,72,54,0.514316383179978,T:4,T:4,4.0,4.0,2.4693262806849945,2.4693262806849945,0.0,0.0,10
6,100062,Ca(ZnP)2_100062.cif,Ca(ZnP)2,AB2C2,P,False,P-3m1,164.0,3,2.9465645147059245,Zn,Zn,2,1,2.0,2.0,2.6267307799999995,0.31983373470592497,1.1217611401751364,10,10,3,3,0.88,0.88,76,76,0.932465123585022,T:4,T:4,4.0,4.0,0.023659101683976176,0.023659101683976176,0.24502603125695074,,8
7,100063,Ca(CdP)2_100063.cif,Ca(CdP)2,AB2C2,P,False,P-3m1,164.0,3,3.1310604227708816,Cd,Cd,2,1,2.0,2.0,3.00784593,0.1232144927708818,1.0409643630818823,10,10,4,4,1.09,1.09,75,75,1.0144867128864608,T:4,T:4,4.0,4.0,0.05068940240186052,0.05068940240186052,0.3037571634078777,,8
8,100079,Ag8GeS6_100079.cif,Ag8GeS6,AB6C8,S,False,Pna2_1,33.0,3,2.9301834073213,Ag,Ag,31,11,1.0,1.0,2.9418521827836077,-0.011668775462308822,0.996033527608696,10,10,4,4,1.29,1.29,71,71,1.2154295547978755,L:2,L:2,2.0,2.0,0.20500654004798144,0.20500654004798144,0.08488246379744642,,9
9,100080,Cd2Ge7O16_100080.cif,Cd2Ge7O16,A2B7C16,O,False,P-4b2,117.0,3,4.63,Cd,Cd,0,0,2.0,2.0,3.00784593,1.62215407,1.5393075668606468,10,10,4,4,1.09,1.09,75,75,0.0,SA:8,SA:8,8.0,8.0,1.9610955713673528,1.9610955713673528,0.5046855965881712,0.5046855965881712,8
10,100089,Lu2Cu2O5_100089.cif,Lu2Cu2O5,A2B2C5,O,False,Pna2_1,33.0,3,2.8746597440404815,Cu,Cu,12,11,2.0,2.0,2.5606193692015,0.31404037483898106,1.1226423491973003,10,10,3,3,0.87,0.87,72,72,0.05916892840123466,T:5,T:5,5.0,5.0,2.9691928356954467,2.9691928356954467,0.20267016214408606,0.1975054800618495,8
11,100090,Sc2Cu2O5_100090.cif,Sc2Cu2O5,A2B2C5,O,False,Pna2_1,33.0,3,2.820229267510613,Cu,Cu,12,11,2.0,2.0,2.5606193692015,0.2596098983091131,1.1013855871870837,10,10,3,3,0.87,0.87,72,72,0.03880496225628605,T:5,T:5,5.0,5.0,2.2911061080390467,2.2911061080390467,0.08985550236528307,0.08153871673748726,8
12,100098,La4Ru6O19_100098.cif,La4Ru6O19,A4B6C19,O,False,I23,197.0,3,2.4882758599999995,Ru,Ru,17,16,5.0,5.0,2.665672086647254,-0.17739622664725466,0.9334515946144094,7,7,4,4,0.705,0.705,62,62,0.4874774867209535,O:6,O:6,6.0,6.0,0.8154674640428141,0.8154674640428141,,,2
13,100099,La4Os6O19_100099.cif,La4Os6O19,A4B6C19,O,False,I23,197.0,3,2.499791,Os,Os,19,12,4.33,4.33,2.6938255178876163,-0.1940345178876166,0.92797064375581,6,6,5,5,,,63,63,0.6010451615709407,O:6,O:6,6.0,6.0,0.9494355098356558,0.9494355098356558,,,1
14,10011,In2Co3S2_10011.cif,In2Co3S2,A2B2C3,S,False,R-3m,166.0,3,2.6584946312030246,Co,Co,3,2,0.0,0.0,2.4802376346077395,0.17825699659528516,1.0718709345056274,7,7,3,3,,,64,64,0.8261955933545222,O:6,O:6,6.0,6.0,1.5811596053976815,1.5811596053976815,0.0,0.0,7
15,100155,Cs2PtCl4_100155.cif,Cs2PtCl4,AB2C4,Cl,False,Cmcm,63.0,3,4.7989999999999995,Pt,Pt,9,8,2.0,2.0,2.81200171,1.9869982900000005,1.7066134714405992,9,9,5,5,0.94,0.94,68,68,0.5303014330294005,S:4,S:4,4.0,4.0,0.0005523553304660481,0.0005523553304660481,0.05801623704149327,,7
16,10016,CaAgP_10016.cif,CaAgP,ABC,P,False,P-62m,189.0,3,3.0566756338003462,Ag,Ag,5,3,1.0,1.0,2.9418521827836077,0.11482345101673808,1.0390310062785313,10,10,4,4,1.29,1.29,71,71,0.8533630738210931,,,,,,,0.2749743078932319,,9
17,100176,YNbO4_100176.cif,YNbO4,ABC4,O,False,C2/c,15.0,3,3.4785864000985818,Nb,Nb,6,5,5.0,5.0,2.8756541493715564,0.6029322507270258,1.2096678596968242,4,4,4,4,0.78,0.78,53,53,0.0,T:4,T:4,4.0,4.0,1.546665107185114,1.546665107185114,0.09620381069667837,0.10575923174080126,-1
18,10018,HoVO3_10018.cif,HoVO3,ABC3,O,False,Pnma,62.0,3,3.81295,V,V,6,4,3.0,3.0,2.59228655,1.22066345,1.4708829160881154,3,3,3,3,0.78,0.78,54,54,0.0,O:6,O:6,6.0,6.0,0.04143934505054941,0.04143934505054941,0.113345090754029,0.11949050245858515,0
19,100180,KFe2S3_100180.cif,KFe2S3,AB2C3,S,False,P2,3.0,3,2.7110804,Fe,Fe,9,4,3.0,2.0,2.46654077,0.24453962999999976,1.0991427480033098,6,6,3,3,0.785,0.92,61,61,1.018348578048606,T:4,T:4,4.0,4.0,0.10601462713813456,0.10601462713813456,0.3762377436748637,,3
20,100185,LaCrO3_100185.cif,LaCrO3,ABC3,O,False,Pnma,62.0,3,3.8760000000000003,Cr,Cr,6,4,3.0,3.0,2.46784594,1.4081540599999998,1.5706004727345335,5,5,3,3,0.755,0.755,57,57,0.0,O:6,O:6,6.0,6.0,0.010038719987309543,0.010038719987309543,0.07906420242410679,0.04867236981638935,2
21,100194,Ni2P2O7_100194.cif,Ni2P2O7,A2B2C7,"O,P",True,P2_1/c,14.0,3,3.197365444693063,Ni,Ni,2,1,2.0,2.0,2.48055628,0.7168091646930628,1.2889711354152638,8,8,3,3,0.83,0.83,67,67,0.0,O:6,O:6,6.0,6.0,2.9550005262615846,2.9550005262615846,0.13515339656877084,0.14163673525846826,6
22,100196,Y6WO12_100196.cif,Y6WO12,AB6C12,O,False,R-3,148.0,3,3.533078541810045,Y,Y,5,2,3.0,3.0,3.533909661494832,-0.0008311196847867741,0.9997648158090052,1,1,4,4,1.04,1.04,25,25,0.0,ST:7,ST:7,7.0,7.0,3.427356364156005,3.427356364156005,0.6304637374103957,0.619328127843944,-2
23,100217,Ni3(SnS)2_100217.cif,Ni3(SnS)2,A2B2C3,S,False,R-3m,166.0,3,2.7297239500061816,Ni,Ni,2,0,0.0,0.0,2.48055628,0.249167670006182,1.1004483034773886,8,8,3,3,,,67,67,0.7754348877593138,O:6,O:6,6.0,6.0,1.2364387665690029,1.2364387665690029,0.5574937773115867,,8
24,100239,ZrSiO4_100239.cif,ZrSiO4,ABC4,O,False,I4_1/amd,141.0,3,3.624719357412377,Zr,Zr,3,2,4.0,4.0,3.19147383240157,0.4332455250108067,1.1357509250466864,2,2,4,4,0.86,0.86,49,49,0.0,DDPN:8,DDPN:8,8.0,8.0,0.1290835302974972,0.1290835302974972,0.05297838663366733,0.050789305952726765,-2
25,100270,Th(CuP)2_100270.cif,Th(CuP)2,AB2C2,P,False,P-3m1,164.0,3,2.9240449472211143,Cu,Cu,2,1,1.0,1.0,2.5606193692015,0.3634255780196143,1.1419287780100422,10,10,3,3,0.91,0.91,72,72,0.8259678789671323,T:4,T:4,4.0,4.0,0.17963684975286426,0.17963684975286426,0.2745263048689934,,9
26,100271,Yb(ZnP)2_100271.cif,Yb(ZnP)2,AB2C2,P,False,P-3m1,164.0,3,2.9485150231369013,Zn,Zn,2,1,2.0,2.0,2.6267307799999995,0.3217842431369013,1.122503701402129,10,10,3,3,0.88,0.88,76,76,0.917706220976246,T:4,T:4,4.0,4.0,0.03092523876779552,0.03092523876779552,,,8
27,100278,ScAlO3_100278.cif,ScAlO3,ABC3,O,False,Pnma,62.0,3,3.4590022227446,Sc,Sc,3,2,3.0,3.0,3.2137493574313014,0.2452528653132986,1.0763136256242851,1,1,3,3,0.885,0.885,19,19,0.0,TT_1:9,TT_1:9,9.0,9.0,1.943002992381156,1.943002992381156,0.0689209512461393,0.0689209512461393,-2
28,100280,AgClO4_100280.cif,AgClO4,ABC4,"O,Cl",True,I-42m,121.0,3,4.874158081145912,Ag,Ag,1,0,1.0,1.0,2.9418521827836077,1.932305898362304,1.656833103196211,10,10,4,4,1.29,1.29,71,71,0.0,DDPN:8,DDPN:8,8.0,8.0,1.9461820092594144,1.9461820092594144,0.1147545257803672,0.12706658722511388,9
29,100290,Zn4B6O13_100290.cif,Zn4B6O13,A4B6C13,O,False,I-43m,217.0,3,3.2367760639480934,Zn,Zn,6,5,2.0,2.0,2.6267307799999995,0.6100452839480939,1.232245073835886,10,10,3,3,0.88,0.88,76,76,0.15880085276116596,T:4,T:4,4.0,4.0,1.6391660882770618,1.6391660882770618,0.12718609929753152,0.12718609929753152,8
30,100298,K2ZnF4_100298.cif,K2ZnF4,AB2C4,F,False,I4/mmm,139.0,3,4.058,Zn,Zn,4,4,2.0,2.0,2.6267307799999995,1.4312692200000003,1.5448861493144723,10,10,3,3,0.88,0.88,76,76,0.0,O:6,O:6,6.0,6.0,2.979727682737188e-05,2.979727682737188e-05,0.08850027123938793,,8
31,100299,K3Zn2F7_100299.cif,K3Zn2F7,A2B3C7,F,False,I4/mmm,139.0,3,4.06,Zn,Zn,6,6,2.0,2.0,2.6267307799999995,1.43326922,1.545647552049472,10,10,3,3,0.88,0.88,76,76,0.0,O:6,O:6,6.0,6.0,0.0038824061961652287,0.0038824061961652287,0.07683185424639705,,8
32,100300,Li3VF6_100300.cif,Li3VF6,AB3C6,F,False,C2/c,15.0,3,4.662824610463104,V,V,45,44,3.0,3.0,2.59228655,2.070538060463104,1.7987303951652658,3,3,3,3,0.78,0.78,54,54,0.0,O:6,O:6,6.0,6.0,0.1801091186774134,0.1801091186774134,0.06693647821703291,,0
33,100301,ZrFeF6_100301.cif,ZrFeF6,ABC6,F,False,Fm-3m,225.0,3,4.044,Fe,Zr,4,1,2.0,4.0,2.829007301200785,1.2149926987992146,1.4294766925074762,6,2,3,4,0.92,0.86,61,49,0.0,O:6,O:6,6.0,6.0,1.1172232664392373e-30,1.1172232664392373e-30,0.02225224304167768,,4
34,100316,HgSO4_100316.cif,HgSO4,ABC4,"S,O",True,Pmn2_1,31.0,3,4.393291878358299,Hg,Hg,1,0,2.0,2.0,3.3977021223452013,0.9955897560130972,1.2930185519988755,10,10,5,5,1.16,1.16,74,74,0.0,DD:8,DD:8,8.0,8.0,1.9379588185445702,1.9379588185445702,0.056501243490076174,0.0455105806423396,8
35,100317,CdSO4_100317.cif,CdSO4,ABC4,"S,O",True,Pmn2_1,31.0,3,4.253142624550772,Cd,Cd,1,0,2.0,2.0,3.00784593,1.2452966945507715,1.4140161176908326,10,10,4,4,1.09,1.09,75,75,0.0,DD:8,DD:8,8.0,8.0,1.6801748037367503,1.6801748037367503,0.07199764174465415,0.07199764174465415,8
36,100327,K3(MoO3)10_100327.cif,K3(MoO3)10,A3B10C30,O,False,P1,1.0,3,3.187039580877256,Mo,Mo,11,4,6.0,5.0,2.74323773,0.4438018508772554,1.1617803101874278,5,5,4,4,0.73,0.75,56,56,0.0,O:6,O:6,6.0,6.0,1.6072930844320716,1.6072930844320716,0.24584740691514734,,-1
37,100333,Cu2S_100333.cif,Cu2S,AB2,S,False,P2_1/c,14.0,2,2.516646905327209,Cu,Cu,89,69,1.0,1.0,2.5606193692015,-0.0439724638742911,0.9828274110540672,10,10,3,3,0.91,0.91,72,72,1.364243323265745,T:4,T:4,4.0,4.0,2.325109358981195,2.325109358981195,0.04519490312628241,,9
38,100334,Cu31S16_100334.cif,Cu31S16,A16B31,S,False,P2_1/c,14.0,2,2.462890212861601,Cu,Cu,84,2,1.0,1.0,2.5606193692015,-0.09772915633989854,0.9618337822812086,10,10,3,3,0.91,0.91,72,72,1.37458642073749,TL:3,TL:3,3.0,3.0,0.3978871153781872,0.3978871153781872,0.10538939085903246,,9
39,10034,Nb2Te3O11_10034.cif,Nb2Te3O11,A2B3C11,"O,Te",True,P2_12_12,18.0,3,3.7471944110227327,Nb,Nb,3,2,5.0,5.0,2.8756541493715564,0.8715402616511767,1.3030754800057032,4,4,4,4,0.78,0.78,53,53,0.0,O:6,O:6,6.0,6.0,0.3506910098247216,0.3506910098247216,0.17199252282146862,0.2793228991282424,-1
40,10035,V2CuS4_10035.cif,V2CuS4,AB2C4,S,False,Fd-3m,227.0,3,3.4648232278140814,V,V,9,2,3.0,3.0,2.59228655,0.8725366778140815,1.3365895941612171,3,3,3,3,0.78,0.78,54,54,0.0,O:6,O:6,6.0,6.0,0.12078915581801065,0.12078915581801065,0.3271793702072661,,0
41,100354,TlFeSe2_100354.cif,TlFeSe2,ABC2,Se,False,C2/m,12.0,3,2.737314,Fe,Fe,5,4,3.0,3.0,2.46654077,0.27077322999999964,1.1097785340884512,6,6,3,3,0.785,0.785,61,61,1.0489822728541434,T:4,T:4,4.0,4.0,0.010220706658619984,0.010220706658619984,0.23409410343046216,,3
42,100355,Al4Cu2O7_100355.cif,Al4Cu2O7,A2B4C7,O,False,F-43m,216.0,3,3.5030727583080536,Cu,Cu,20,18,1.0,1.0,2.5606193692015,0.9424533891065536,1.3680568070530712,10,10,3,3,0.91,0.91,72,72,0.0,C:12,C:12,12.0,12.0,0.039184639621268585,0.039184639621268585,0.4065467435499781,0.3822271645276625,9
43,100357,Na3(FeS2)2_100357.cif,Na3(FeS2)2,A2B3C4,S,False,Pnma,62.0,3,2.74561,Fe,Fe,16,15,2.0,2.0,2.46654077,0.2790692299999997,1.1131419489976644,6,6,3,3,0.92,0.92,61,61,0.8557437196194204,T:4,T:4,4.0,4.0,0.2354667906865369,0.2354667906865369,,,4
44,100374,TlV5S8_100374.cif,TlV5S8,AB5C8,S,False,C2,5.0,3,3.0112032296471103,V,V,11,2,3.0,3.0,2.59228655,0.41891667964710994,1.1616012240803821,3,3,3,3,0.78,0.78,54,54,0.3084353986003157,O:6,O:6,6.0,6.0,0.2928592049980531,0.2928592049980531,0.2823315787914415,,0
45,10038,BaMn2O3_10038.cif,BaMn2O3,AB2C3,O,False,Immm,71.0,3,3.129333536753926,Mn,Mn,4,3,2.0,2.0,2.170983827356161,0.9583497093977652,1.4414356741500234,5,5,3,3,0.97,0.97,60,60,0.0,T:5,T:5,5.0,5.0,0.15733928138193992,0.15733928138193992,0.10396397605053197,0.0942759767321446,3
46,100387,TaSnS2_100387.cif,TaSnS2,ABC2,S,False,P6_3/mmc,194.0,3,3.307,Ta,Ta,0,0,2.0,2.0,2.8726963697613,0.4343036302386998,1.1511832697706188,3,3,5,5,,,52,52,0.29867504647517995,T:6,T:6,6.0,6.0,0.06555499590637294,0.06555499590637294,1.628920605713328,,1
47,100389,NbSnS2_100389.cif,NbSnS2,ABC2,S,False,P6_3/mmc,194.0,3,3.324,Nb,Nb,0,0,0.0,0.0,2.8756541493715564,0.44834585062844345,1.1559109083845929,4,4,4,4,,,53,53,0.2900038947797534,T:6,T:6,6.0,6.0,0.09085640386665454,0.09085640386665454,0.0,0.0,4
48,1004,ScCl_1004.cif,ScCl,AB,Cl,False,R-3m,166.0,2,3.214550735913253,Sc,Sc,4,3,1.0,1.0,3.2137493574313014,0.000801378481951609,1.0002493593596833,1,1,3,3,,,19,19,1.2146568958671384,,,,,,,,,0
49,100437,TaMoN_100437.cif,TaMoN,ABC,N,False,P4/nmm,129.0,3,2.6795299028001165,Mo,Mo,3,2,1.5,1.5,2.74323773,-0.06370782719988366,0.9767764104061504,5,5,4,4,,,56,56,1.3220311876368258,SS:9,SS:9,9.0,9.0,0.7884465529435903,0.7884465529435903,,,3
50,100438,Tl(CoS)2_100438.cif,Tl(CoS)2,AB2C2,S,False,I4/mmm,139.0,3,2.6452864684188744,Co,Co,3,2,0.0,0.0,2.4802376346077395,0.1650488338111349,1.0665455726935769,7,7,3,3,,,64,64,0.965573492394764,T:4,T:4,4.0,4.0,0.04829238170714422,0.04829238170714422,0.0,0.0,7
51,100442,Fe4As2O11_100442.cif,Fe4As2O11,A2B4C11,"O,As",True,P-1,2.0,3,2.996156070162147,Fe,Fe,3,2,3.0,3.0,2.46654077,0.529615300162146,1.214719864598932,6,6,3,3,0.785,0.785,61,61,0.0,O:6,O:6,6.0,6.0,0.7639974136222225,0.7639974136222225,0.08509977785406052,0.08509977785406052,3
52,100467,CdGeP2_100467.cif,CdGeP2,ABC2,P,False,I-42d,122.0,3,3.933698966939387,Cd,Cd,1,0,2.0,2.0,3.00784593,0.9258530369393873,1.3078126534690515,10,10,4,4,1.09,1.09,75,75,0.25667319450728066,T:4,T:4,4.0,4.0,0.3659679547015729,0.3659679547015729,0.14186529014781346,,8
53,100510,CuS2_100510.cif,CuS2,AB2,S,False,Pa-3,205.0,2,4.0935118669670425,Cu,Cu,1,0,2.0,2.0,2.5606193692015,1.5328924977655425,1.598641296009394,10,10,3,3,0.87,0.87,72,72,0.0,O:6,O:6,6.0,6.0,0.16797545684588486,0.16797545684588486,,,8
54,100517,La3Ru3O11_100517.cif,La3Ru3O11,A3B3C11,O,False,Pn-3,201.0,3,2.9971249199999987,Ru,Ru,13,12,5.0,5.0,2.665672086647254,0.3314528333527451,1.1243411877301193,7,7,4,4,0.705,0.705,62,62,0.0,O:6,O:6,6.0,6.0,0.7193467838481243,0.7193467838481243,,,2
55,100518,Er2CdS4_100518.cif,Er2CdS4,AB2C4,S,False,Fd-3m,227.0,3,4.806440991003632,Cd,Cd,17,16,2.0,2.0,3.00784593,1.7985950610036323,1.5979678157928896,10,10,4,4,1.09,1.09,75,75,0.15474636478142936,T:4,T:4,4.0,4.0,7.395570986446986e-30,7.395570986446986e-30,0.2987743243256777,,8
56,100521,RbCr4O8_100521.cif,RbCr4O8,AB4C8,O,False,P2/m,10.0,3,2.95,Cr,Cr,2,2,3.0,3.0,2.46784594,0.4821540600000001,1.1953744568025992,5,5,3,3,0.755,0.755,57,57,0.0,O:6,O:6,6.0,6.0,0.7144333512126907,0.7144333512126907,0.3101200098544845,,2
57,100527,Sc2FeS4_100527.cif,Sc2FeS4,AB2C4,S,False,Fd-3m,227.0,3,3.7126641546199664,Sc,Sc,7,4,3.0,3.0,3.2137493574313014,0.498914797188665,1.155243841911629,1,1,3,3,0.885,0.885,19,19,0.0,O:6,O:6,6.0,6.0,0.09738262488252944,0.09738262488252944,0.04515704729885284,,-2
58,10054,K3(Cu4S3)2_10054.cif,K3(Cu4S3)2,A3B6C8,S,False,C2/m,12.0,3,2.543204925833032,Cu,Cu,12,8,1.0,1.0,2.5606193692015,-0.017414443368468202,0.9931991284694928,10,10,3,3,0.91,0.91,72,72,1.1374358559652489,I:12,I:12,12.0,12.0,6.13695304981424,6.13695304981424,0.15306231622212466,,9
59,100544,Si(NiO2)2_100544.cif,Si(NiO2)2,AB2C4,O,False,Fd-3m,227.0,3,2.844054184610412,Ni,Ni,10,8,2.0,2.0,2.48055628,0.3634979046104121,1.146538866116923,8,8,3,3,0.83,0.83,67,67,0.1088564227277704,O:6,O:6,6.0,6.0,0.11333864236998024,0.11333864236998024,0.12563545568479684,0.08866932087471686,6
60,100545,Si(NiO2)2_100545.cif,Si(NiO2)2,AB2C4,O,False,Fd-3m,227.0,3,2.844054184610412,Ni,Ni,10,8,2.0,2.0,2.48055628,0.3634979046104121,1.146538866116923,8,8,3,3,0.83,0.83,67,67,0.10540744070896403,O:6,O:6,6.0,6.0,0.10620182343130713,0.10620182343130713,0.1359901219186411,0.10023468768899632,6
61,10055,Rb3(Cu4S3)2_10055.cif,Rb3(Cu4S3)2,A3B6C8,S,False,C2/m,12.0,3,2.5392026066530584,Cu,Cu,12,8,0.0,0.0,2.5606193692015,-0.021416762548442048,0.9916361007004644,10,10,3,3,,,72,72,1.156827365508434,PBP:12,PBP:12,12.0,12.0,7.00479345678896,7.00479345678896,0.0,0.0,10
62,100552,Fe2SiO4_100552.cif,Fe2SiO4,AB2C4,O,False,Fd-3m,227.0,3,2.9118657249262023,Fe,Fe,2,0,2.0,2.0,2.46654077,0.4453249549262024,1.1805463588287666,6,6,3,3,0.92,0.92,61,61,0.1596387067007594,O:6,O:6,6.0,6.0,0.2460978658788901,0.2460978658788901,0.08845095861699455,0.08845095861699455,4
63,100562,ScOF_100562.cif,ScOF,ABC,"O,F",True,P2_1/c,14.0,3,3.2337762667700214,Sc,Sc,1,0,3.0,3.0,3.2137493574313014,0.02002690933871953,1.0062316338679027,1,1,3,3,0.885,0.885,19,19,0.0,ST:7,ST:7,7.0,7.0,2.3599188556864505,2.3599188556864505,0.5820747327027058,,-2
64,100563,ScOF_100563.cif,ScOF,ABC,"O,F",True,P2_1/c,14.0,3,3.2337762667700214,Sc,Sc,1,0,3.0,3.0,3.2137493574313014,0.02002690933871953,1.0062316338679027,1,1,3,3,0.885,0.885,19,19,0.0,ST:7,ST:7,7.0,7.0,2.3711466464837008,2.3711466464837008,0.5824482584557638,,-2
65,100564,ScOF_100564.cif,ScOF,ABC,"O,F",True,P2_1/c,14.0,3,3.2337743694050984,Sc,Sc,1,0,3.0,3.0,3.2137493574313014,0.02002501197379747,1.0062310434780772,1,1,3,3,0.885,0.885,19,19,0.0,ST:7,ST:7,7.0,7.0,2.376089600484471,2.376089600484471,0.0364898111326644,,-2
66,100566,Cu4O3_100566.cif,Cu4O3,A3B4,O,False,I4_1/amd,141.0,2,2.9185,Cu,Cu,2,1,1.0,1.0,2.5606193692015,0.35788063079849985,1.1397633069182402,10,10,3,3,0.91,0.91,72,72,0.4016665881463695,L:2,L:2,2.0,2.0,1.1955682064846985e-30,1.1955682064846985e-30,0.06152974087187973,0.06969784133855589,9
67,100567,PdF2_100567.cif,PdF2,AB2,F,False,Pa-3,205.0,2,3.7681720369431115,Pd,Pd,1,0,2.0,2.0,2.79543074,0.9727412969431112,1.3479754597472555,10,10,4,4,1.0,1.0,69,69,0.0,O:6,O:6,6.0,6.0,1.190863991999657,1.190863991999657,0.06200201766764266,,8
68,100568,PdF2_100568.cif,PdF2,AB2,F,False,P2_13,198.0,2,3.7681720369431115,Pd,Pd,1,0,2.0,2.0,2.79543074,0.9727412969431112,1.3479754597472555,10,10,4,4,1.0,1.0,69,69,0.0,O:6,O:6,6.0,6.0,1.1957675299708446,1.1957675299708446,0.06189883175579891,,8
69,10057,Nd3NbO7_10057.cif,Nd3NbO7,AB3C7,O,False,Cmcm,63.0,3,3.812,Nb,Nb,13,12,5.0,5.0,2.8756541493715564,0.9363458506284434,1.3256114268237271,4,4,4,4,0.78,0.78,53,53,0.0,O:6,O:6,6.0,6.0,2.5947122463267744,2.5947122463267744,0.7357037075002293,1.1735758726632346,-1
70,10058,La3NbO7_10058.cif,La3NbO7,AB3C7,O,False,Cmcm,63.0,3,3.8765,Nb,Nb,13,12,5.0,5.0,2.8756541493715564,1.0008458506284437,1.34804110600267,4,4,4,4,0.78,0.78,53,53,0.0,O:6,O:6,6.0,6.0,2.615273312383993,2.615273312383993,0.6622657893570097,1.0970945057471275,-1
71,100580,Re6P13_100580.cif,Re6P13,A6B13,P,False,R-3,148.0,2,2.7799270752361367,Re,Re,10,4,0.0,0.0,2.7584190626415195,0.02150801259461721,1.0077972244630664,5,5,5,5,,,58,58,0.8132389243327882,O:6,O:6,6.0,6.0,1.0315811881508172,1.0315811881508172,0.0,0.0,5
72,100582,Eu(MnP)2_100582.cif,Eu(MnP)2,AB2C2,P,False,P-3m1,164.0,3,2.927689735200777,Mn,Mn,2,1,2.0,2.0,2.170983827356161,0.7567059078446161,1.3485543735100678,5,5,3,3,0.97,0.97,60,60,1.045898924592283,T:4,T:4,4.0,4.0,8.027682201877017e-05,8.027682201877017e-05,0.1653922647734777,,3
73,10059,Y3TaO7_10059.cif,Y3TaO7,AB3C7,O,False,C222_1,20.0,3,3.53219646,Y,Y,5,4,3.0,3.0,3.533909661494832,-0.0017132014948324505,0.9995152107272296,1,1,4,4,1.04,1.04,25,25,0.0,ST:7,ST:7,7.0,7.0,3.978710642320343,3.978710642320343,0.3312286948043931,0.3216333140789944,-2
74,100594,CrCuS2_100594.cif,CrCuS2,ABC2,S,False,R3m,160.0,3,2.771133799999999,Cu,Cr,4,1,1.0,3.0,2.5142326546007503,0.2569011453992487,1.1021787482272771,10,5,3,3,0.91,0.755,72,57,0.6255157281025374,T:4,T:4,4.0,4.0,1.960387254136088,1.960387254136088,0.11618671826443795,,9
75,100596,KV4O8_100596.cif,KV4O8,AB4C8,O,False,Pm,6.0,3,2.9160000000000004,V,V,2,2,3.0,3.0,2.59228655,0.3237134500000001,1.1248756430881457,3,3,3,3,0.78,0.78,54,54,0.0,O:6,O:6,6.0,6.0,0.393883087422976,0.393883087422976,0.16392289992379055,0.16339895469320367,0
76,100599,Mo3S3Br_100599.cif,Mo3S3Br,AB3C3,"S,Br",True,P-1,2.0,3,2.719134194445229,Mo,Mo,4,3,3.0,2.0,2.74323773,-0.02410353555477096,0.9912134718434444,5,5,4,4,0.83,,56,56,0.9029098966086072,S:5,S:5,5.0,5.0,0.354094178996856,0.354094178996856,0.4011429664787665,,2
77,100600,ZrPb3F10_100600.cif,ZrPb3F10,AB3C10,F,False,Cmcm,63.0,3,5.674628553506914,Zr,Zr,1,0,4.0,4.0,3.19147383240157,2.483154721105344,1.7780589318624558,2,2,4,4,0.86,0.86,49,49,0.0,SA:8,SA:8,8.0,8.0,0.3810505995646158,0.3810505995646158,0.10570641215844184,,-2
