,x,y,z,Time,Temperature
811,3.2853439056890514,190.9090909090909,-673.4559566324184,3.6000000000000005,16026.26
812,3.2853439056890514,190.9090909090909,-673.4559566324184,3.8000000000000003,14974.673333333334
813,3.2853439056890514,190.9090909090909,-673.4559566324184,4.0,14388.766666666666
815,455.07670115678934,176.76767676767673,501.65564335947863,0.1,41529.4
816,455.07670115678934,176.76767676767673,501.65564335947863,0.2,37758.6
817,455.07670115678934,176.76767676767673,501.65564335947863,0.4,31958.82
818,455.07670115678934,176.76767676767673,501.65564335947863,0.6000000000000001,30548.29
819,455.07670115678934,176.76767676767673,501.65564335947863,0.8,28790.79
820,455.07670115678934,176.76767676767673,501.65564335947863,1.0,27751.84
821,455.07670115678934,176.76767676767673,501.65564335947863,1.2,27077.42
822,455.07670115678934,176.76767676767673,501.65564335947863,1.4000000000000001,25951.35
823,455.07670115678934,176.76767676767673,501.65564335947863,1.6,24963.75
824,455.07670115678934,176.76767676767673,501.65564335947863,1.8,23287.159999999996
825,455.07670115678934,176.76767676767673,501.65564335947863,2.0,22317.41
826,455.07670115678934,176.76767676767673,501.65564335947863,2.2,22414.62
827,455.07670115678934,176.76767676767673,501.65564335947863,2.4000000000000004,22150.46
828,455.07670115678934,176.76767676767673,501.65564335947863,2.6000000000000005,21624.57
829,455.07670115678934,176.76767676767673,501.65564335947863,2.8000000000000003,20380.93
830,455.07670115678934,176.76767676767673,501.65564335947863,3.0000000000000004,19003.286666666667
831,455.07670115678934,176.76767676767673,501.65564335947863,3.2,18607.553333333333
832,455.07670115678934,176.76767676767673,501.65564335947863,3.4000000000000004,17351.88
833,455.07670115678934,176.76767676767673,501.65564335947863,3.6000000000000005,16026.26
834,455.07670115678934,176.76767676767673,501.65564335947863,3.8000000000000003,14974.673333333334
835,455.07670115678934,176.76767676767673,501.65564335947863,4.0,14388.766666666666
837,-677.9416668571337,162.62626262626267,-62.83148130662769,0.1,41529.4
838,-677.9416668571337,162.62626262626267,-62.83148130662769,0.2,37758.6
839,-677.9416668571337,162.62626262626267,-62.83148130662769,0.4,31958.82
840,-677.9416668571337,162.62626262626267,-62.83148130662769,0.6000000000000001,30548.29
841,-677.9416668571337,162.62626262626267,-62.83148130662769,0.8,28790.79
842,-677.9416668571337,162.62626262626267,-62.83148130662769,1.0,27751.84
843,-677.9416668571337,162.62626262626267,-62.83148130662769,1.2,27077.42
844,-677.9416668571337,162.62626262626267,-62.83148130662769,1.4000000000000001,25951.35
845,-677.9416668571337,162.62626262626267,-62.83148130662769,1.6,24963.75
846,-677.9416668571337,162.62626262626267,-62.83148130662769,1.8,23287.159999999996
847,-677.9416668571337,162.62626262626267,-62.83148130662769,2.0,22317.41
848,-677.9416668571337,162.62626262626267,-62.83148130662769,2.2,22414.62
849,-677.9416668571337,162.62626262626267,-62.83148130662769,2.4000000000000004,22150.46
850,-677.9416668571337,162.62626262626267,-62.83148130662769,2.6000000000000005,21624.57
851,-677.9416668571337,162.62626262626267,-62.83148130662769,2.8000000000000003,20380.93
852,-677.9416668571337,162.62626262626267,-62.83148130662769,3.0000000000000004,19003.286666666667
853,-677.9416668571337,162.62626262626267,-62.83148130662769,3.2,18607.553333333333
854,-677.9416668571337,162.62626262626267,-62.83148130662769,3.4000000000000004,17351.88
855,-677.9416668571337,162.62626262626267,-62.83148130662769,3.6000000000000005,16026.26
856,-677.9416668571337,162.62626262626267,-62.83148130662769,3.8000000000000003,14974.673333333334
857,-677.9416668571337,162.62626262626267,-62.83148130662769,4.0,14388.766666666666
859,544.9026996156903,148.4848484848485,-413.5617217803945,0.1,41529.4
860,544.9026996156903,148.4848484848485,-413.5617217803945,0.2,37758.6
861,544.9026996156903,148.4848484848485,-413.5617217803945,0.4,31958.82
862,544.9026996156903,148.4848484848485,-413.5617217803945,0.6000000000000001,30548.29
863,544.9026996156903,148.4848484848485,-413.5617217803945,0.8,28790.79
864,544.9026996156903,148.4848484848485,-413.5617217803945,1.0,27751.84
865,544.9026996156903,148.4848484848485,-413.5617217803945,1.2,27077.42
866,544.9026996156903,148.4848484848485,-413.5617217803945,1.4000000000000001,25951.35
