x,y
9.717916081448543242e-01,-7.034280393959575772e-02
9.738918125280728866e-01,-7.044059528723127517e-02
9.759920169112915600e-01,-7.052818572791115515e-02
9.780922212945100114e-01,-7.060627496679609816e-02
9.801924256777287958e-01,-7.067548884290519862e-02
9.822926300609471362e-01,-7.073637694412476806e-02
9.843928344441659206e-01,-7.078941295968779746e-02
9.864930388273844830e-01,-7.083499733343047444e-02
9.885932432106030454e-01,-7.087346166692262694e-02
9.906934475938218299e-01,-7.090507426184629314e-02
9.927936519770403923e-01,-7.093004618268114458e-02
9.948938563602589547e-01,-7.094853725573060932e-02
9.969940607434776281e-01,-7.096066148819261954e-02
9.990942651266960794e-01,-7.096649148063166601e-02
9.991706753521808482e-01,-7.029948175570070734e-02
9.993259563798357892e-01,-6.888122221775042076e-02
9.994676100876828118e-01,-6.746296267980013417e-02
9.995965565754616478e-01,-6.604470314184984758e-02
9.997137763738408456e-01,-6.462644360389956100e-02
9.998202492948631281e-01,-6.320818406594927441e-02
9.999169131124746590e-01,-6.178992452799898782e-02
1.000004639422332309e+00,-6.037166499004870124e-02
1.000084223101219694e+00,-5.895340545209841465e-02
1.000156381622944624e+00,-5.753514591414812807e-02
1.000221760782712632e+00,-5.611688637619784148e-02
1.000280943929016786e+00,-5.469862683824755489e-02
1.000334462461452301e+00,-5.328036730029726831e-02
1.000382806023772275e+00,-5.186210776234698172e-02
1.000426431428113716e+00,-5.044384822439669513e-02
1.000465769836308638e+00,-4.902558868644640855e-02
1.000501232071082214e+00,-4.760732914849610808e-02
1.000533212134135708e+00,-4.618906961054583538e-02
1.000562089092638995e+00,-4.477081007259553491e-02
1.000588227498872662e+00,-4.335255053464526220e-02
1.000611976474374387e+00,-4.193429099669496174e-02
1.000633667562818907e+00,-4.051603145874468903e-02
1.000653611468905524e+00,-3.909777192079438857e-02
1.000672093872499335e+00,-3.767951238284411586e-02
1.000689370636443476e+00,-3.626125284489381539e-02
1.000705662887667602e+00,-3.484299330694354269e-02
1.000721152597947805e+00,-3.342473376899324222e-02
1.000735979364933081e+00,-3.200647423104296951e-02
1.000750239044646106e+00,-3.058821469309266905e-02
1.000763984690657749e+00,-2.916995515514239634e-02
1.000777229933968338e+00,-2.775169561719209588e-02
1.000789954557469219e+00,-2.633343607924182317e-02
1.000802111671895700e+00,-2.491517654129152270e-02
1.000813635672639146e+00,-2.349691700334125000e-02
1.000824450098467766e+00,-2.207865746539094953e-02
1.000834474622134485e+00,-2.066039792744067682e-02
1.000843630631801595e+00,-1.924213838949037636e-02
1.000851845140583674e+00,-1.782387885154010365e-02
1.000859053021643019e+00,-1.640561931358980319e-02
1.000865197761909187e+00,-1.498735977563953048e-02
1.000870231040261737e+00,-1.356910023768923002e-02
1.000874111471022454e+00,-1.215084069973895731e-02
1.000876802829910206e+00,-1.073258116178865684e-02
1.000878272020382820e+00,-9.314321623838384134e-03
1.000878486963999503e+00,-7.896062085888083670e-03
1.000877414523690057e+00,-6.477802547937810962e-03
1.000875018502038305e+00,-5.059543009987510498e-03
1.000871257701449579e+00,-3.641283472037237789e-03
1.000866083990024302e+00,-2.223023934086937325e-03
1.000859440285481350e+00,-8.047643961366646170e-04
1.000851258348922412e+00,6.134951418136358470e-04
1.000841456270628260e+00,2.031754679763908555e-03
1.000829935532140613e+00,3.450014217714209019e-03
1.000816577543784724e+00,4.868273755664481728e-03
1.000801239585591418e+00,6.286533293614782192e-03
1.000783750122718141e+00,7.704792831565082656e-03
1.000763903523693932e+00,9.123052369515355364e-03
1.000741454280424936e+00,1.054131190746565583e-02
1.000716110912936330e+00,1.195957144541592854e-02
1.000687529841190138e+00,1.337783098336622900e-02
1.000655309625686495e+00,1.479609052131650171e-02
1.000618986124751419e+00,1.621435005926680217e-02
1.000578029295163152e+00,1.763260959721707488e-02
1.000531842571800833e+00,1.905086913516737535e-02
1.000479765980087254e+00,2.046912867311764805e-02
1.000421084306807096e+00,2.188738821106794852e-02
1.000355041675002443e+00,2.330564774901822123e-02
1.000280863570509382e+00,2.472390728696852169e-02
1.000197786531393129e+00,2.614216682491879440e-02
1.000105094110747661e+00,2.756042636286909486e-02
1.000002155233004508e+00,2.897868590081936757e-02
9.998884578338039786e-01,3.039694543876967150e-02
9.997636273202817891e-01,3.181520497671994074e-02
9.996274170804482218e-01,3.323346451467024121e-02
9.994796585136165312e-01,3.465172405262051392e-02
9.993201620533294083e-01,3.606998359057081438e-02
