newGT4.3-1to1-0.5-Run5-planet04,earth,1.0,0.18821,0.5289,1.0,0.52035,854.0,0.000240485,9.0,1.02116,58643700.0,0.00023222476510520774,0.00023222476510520774
newGT4.3-1to1-0.5-Run5-planet04,earth,1.0,0.18821,0.5411,1.0,0.52035,802.0,0.000240485,9.0,0.9975,35267000.0,0.00023222476510520774,0.0004644495302104155
newGT4.3-1to1-0.5-Run5-planet04,earth,1.0,0.18821,0.5511,1.0,0.52035,896.0,0.000240485,9.0,1.00316,37579200.0,0.00023222476510520774,0.0006966742953156232
newGT4.3-1to1-0.5-Run5-planet04,earth,1.0,0.18821,0.6727,1.0,0.52035,959.0,0.000240485,9.0,0.649135,3338920.0,0.00023222476510520774,0.000928899060420831
newGT4.3-1to1-0.5-Run5-planet04,earth,1.0,0.18821,0.6804,1.0,0.52035,809.0,0.000240485,9.0,0.6727479999999999,4601720.0,0.00023222476510520774,0.0011611238255260386
newGT4.3-1to1-0.5-Run5-planet04,earth,1.0,0.18821,0.6932,1.0,0.52035,826.0,0.000240485,9.0,0.523521,1214450.0,0.00023222476510520774,0.0013933485906312464
newGT4.3-1to1-0.5-Run5-planet04,earth,1.0,0.18821,0.701,1.0,0.52035,41.0,0.00251676,9.0,0.767458,6434500.0,0.0024303137402589873,0.003823662330890234
newGT4.3-1to1-0.5-Run5-planet04,earth,1.0,0.18821,0.7114,1.0,0.52035,828.0,0.000240485,9.0,0.548929,1390860.0,0.00023222476510520774,0.004055887095995442
newGT4.3-1to1-0.5-Run5-planet04,earth,1.0,0.18821,0.7135,1.0,0.52035,47.0,0.00251676,9.0,0.633794,2897900.0,0.0024303137402589873,0.0064862008362544295
newGT4.3-1to1-0.5-Run5-planet04,earth,1.0,0.18821,0.7156,1.0,0.52035,48.0,0.00251676,9.0,0.510937,1107390.0,0.0024303137402589873,0.008916514576513417
newGT4.3-1to1-0.5-Run5-planet04,earth,1.0,0.18821,0.7239,1.0,0.52035,52.0,0.00251676,9.0,0.690606,5672980.0,0.0024303137402589873,0.011346828316772405
newGT4.3-1to1-0.5-Run5-planet04,earth,1.0,0.18821,0.729,1.0,0.52035,4.0,0.0654358,9.0,0.319629,298247.0,0.06318819587280435,0.07453502418957675
newGT4.3-1to1-0.5-Run5-planet04,earth,1.0,0.18821,0.7302,1.0,0.52035,55.0,0.00251676,9.0,0.44274399999999997,788632.0,0.0024303137402589873,0.07696533792983573
newGT4.3-1to1-0.5-Run5-planet04,earth,1.0,0.18821,0.7345,1.0,0.52035,57.0,0.00251676,9.0,0.605869,2367230.0,0.0024303137402589873,0.07939565167009471
newGT4.3-1to1-0.5-Run5-planet04,earth,1.0,0.18821,0.7373,1.0,0.52035,927.0,0.000240485,9.0,0.974815,25606300.0,0.00023222476510520774,0.07962787643519992
newGT4.3-1to1-0.5-Run5-planet04,earth,1.0,0.18821,0.7408,1.0,0.52035,60.0,0.00251676,9.0,0.400165,376244.0,0.0024303137402589873,0.0820581901754589
