y,cb,cr
217,135,117
220,134,117
221,134,117
221,134,117
220,133,117
221,133,117
221,133,118
220,133,118
220,132,118
220,131,118
220,131,118
219,131,119
219,131,119
219,130,119
218,130,119
218,130,119
217,130,119
216,130,119
215,131,119
215,130,119
215,129,120
214,129,120
213,129,120
213,128,121
214,128,121
212,128,121
211,128,121
210,128,122
202,134,120
200,135,119
199,134,120
199,135,119
199,134,120
199,133,120
198,134,120
197,133,120
197,133,121
197,132,122
196,132,122
197,132,123
196,131,123
194,131,123
193,130,124
194,130,125
183,130,126
157,125,132
156,126,132
154,125,132
154,125,132
153,125,132
152,126,133
152,126,132
150,126,132
150,126,132
149,127,132
148,126,132
145,125,132
135,122,136
125,120,137
110,122,136
107,123,134
105,124,133
103,124,132
104,123,133
104,122,132
101,122,131
95,124,131
94,121,131
88,119,131
84,120,131
74,122,129
64,124,129
66,124,130
67,120,130
62,119,130
61,121,130
57,122,130
61,117,129
61,115,131
61,115,131
60,112,131
61,106,130
54,108,130
47,114,128
41,117,128
44,115,129
44,115,130
47,116,128
43,119,126
37,121,127
40,121,126
39,122,126
33,123,125
33,124,124
29,125,125
26,126,126
27,126,125
28,126,125
31,125,125
35,122,127
41,120,130
44,119,130
49,115,132
204,144,114
205,143,115
207,142,115
211,141,115
207,141,116
208,141,115
207,142,115
205,142,115
207,142,115
212,141,115
220,136,115
220,137,115
210,140,116
211,140,116
214,139,115
215,138,116
215,139,116
213,139,115
208,142,115
206,142,115
205,142,115
204,141,116
204,141,116
205,140,116
206,139,116
207,139,116
206,140,116
206,139,116
212,137,117
216,135,117
219,135,117
216,136,117
218,135,117
220,134,117
221,134,117
221,134,117
221,133,117
221,133,117
221,133,117
220,133,118
220,132,118
220,131,118
220,131,118
219,132,118
219,131,119
219,130,119
218,130,119
218,130,119
217,130,119
216,130,119
215,130,119
215,130,119
215,129,120
214,128,120
213,128,121
214,128,120
213,128,121
212,127,121
212,128,122
211,128,122
202,132,120
199,135,119
199,134,119
199,135,119
199,134,120
198,134,120
198,133,121
197,133,120
197,133,121
197,132,121
197,132,122
196,131,123
196,131,123
195,130,123
194,130,124
194,130,124
185,130,126
158,126,132
155,125,132
155,125,132
154,125,132
154,126,132
152,126,132
152,126,132
151,126,132
151,127,132
147,127,132
138,125,133
125,123,135
108,122,135
106,123,136
105,125,133
104,124,133
105,125,133
101,125,133
102,125,133
103,123,133
100,121,131
96,121,132
93,121,131
85,121,130
84,119,131
76,120,129
64,124,128
67,120,129
67,118,130
62,118,130
58,122,129
57,123,129
63,110,130
65,107,131
66,107,131
60,105,130
61,104,131
53,109,130
46,115,128
41,119,127
41,117,128
40,117,128
46,116,129
41,118,127
36,120,127
40,119,126
38,122,126
34,122,125
29,124,126
29,125,126
27,126,125
26,126,125
26,126,126
30,124,126
35,124,127
44,119,129
55,111,134
65,107,135
204,143,114
205,143,115
206,142,115
210,141,116
207,141,115
208,141,115
207,142,115
205,142,115
207,142,115
211,141,115
219,137,115
218,138,116
209,140,116
211,140,116
214,139,115
215,139,116
214,139,115
212,140,116
208,142,115
206,142,115
205,141,115
205,141,116
205,140,116
205,140,116
206,140,116
207,139,116
205,140,116
206,139,116
212,137,117
219,135,117
218,135,117
218,136,117
220,134,117
220,134,117
221,134,117
221,134,117
221,134,117
221,134,117
221,133,117
221,133,117
220,133,118
220,131,118
220,131,118
219,132,118
219,131,119
219,130,119
218,130,119
218,130,119
217,130,119
216,130,119
215,131,119
215,130,119
214,129,120
214,129,120
214,128,120
213,128,121
213,128,121
212,128,121
212,128,122
212,128,122
205,131,121
199,135,119
199,134,119
199,135,119
199,134,120
198,134,120
198,134,120
197,133,120
197,133,121
197,133,121
197,132,122
197,131,123
197,131,123
196,130,123
194,131,124
194,131,124
191,131,125
164,127,130
156,126,132
155,125,132
154,125,132
153,126,132
152,126,132
151,126,131
151,126,132
150,127,132
148,126,132
147,126,132
143,127,132
130,126,133
119,125,133
106,125,133
105,124,133
104,125,133
103,126,133
103,126,133
104,123,133
100,119,131
94,120,131
93,121,131
85,122,129
83,120,130
77,121,128
66,121,128
66,118,129
64,119,130
62,118,130
58,122,129
56,122,129
62,115,130
62,108,130
66,104,132
54,108,130
50,111,130
49,111,131
43,115,128
44,116,128
39,118,128
36,119,128
46,115,131
44,117,129
41,117,128
38,121,125
36,122,126
37,121,127
30,123,125
31,124,125
30,125,125
30,125,126
31,125,127
36,122,131
45,118,133
55,113,134
61,109,135
58,111,134
204,143,114
205,143,114
207,142,115
209,141,116
206,142,115
207,141,116
207,142,115
206,142,115
208,142,115
212,140,115
218,138,116
218,138,116
209,140,116
211,140,116
215,139,115
215,139,115
213,140,116
211,140,115
208,141,115
206,142,115
205,141,115
205,141,115
205,140,116
206,140,116
206,139,116
207,139,116
205,140,116
206,139,116
211,137,117
219,136,117
219,135,117
218,135,117
219,134,117
220,133,117
221,134,117
221,134,117
221,133,117
221,133,117
221,133,117
220,132,117
220,133,118
220,132,118
220,131,118
219,131,118
219,131,119
219,130,119
219,130,119
218,130,119
217,129,120
216,130,119
215,130,119
214,129,120
214,129,120
214,128,120
214,128,120
213,128,121
213,127,121
212,128,121
212,128,121
212,127,122
209,128,122
200,135,119
198,134,119
199,135,119
199,134,120
198,133,120
197,134,120
198,134,121
197,133,121
197,133,121
197,132,122
197,131,123
196,130,124
196,131,124
194,131,124
193,130,125
193,130,125
171,128,128
156,125,132
155,125,132
154,126,131
153,126,132
152,126,132
151,126,132
150,126,132
149,127,131
148,127,131
148,127,131
147,126,132
147,125,132
138,124,132
114,124,132
105,124,132
106,125,132
104,126,133
105,125,132
105,122,132
97,120,131
92,122,131
92,123,130
84,123,129
82,122,129
78,123,129
78,120,130
67,117,129
63,116,130
59,121,130
58,122,129
59,119,129
65,107,131
59,109,130
57,109,130
49,113,129
47,115,128
47,113,130
43,115,129
44,115,127
43,116,129
36,120,128
38,118,129
44,115,130
47,114,130
46,118,130
39,121,127
36,120,127
36,121,127
38,122,127
34,123,127
34,124,129
40,122,133
43,119,130
50,114,131
46,117,131
41,120,128
41,119,127
204,143,114
205,143,114
206,142,115
208,141,115
206,142,115
207,141,116
207,142,115
206,142,115
209,142,115
213,140,115
218,138,115
216,138,116
208,140,116
211,140,116
214,140,116
214,139,115
212,140,116
212,140,116
208,141,115
206,142,115
205,141,116
205,141,116
205,140,116
206,140,116
207,139,116
207,139,116
205,140,117
205,139,116
208,138,117
216,136,117
218,135,117
218,135,117
218,135,117
220,134,117
221,134,117
221,134,117
220,133,117
221,133,117
221,133,117
220,133,118
220,132,118
220,131,118
220,131,118
219,131,118
219,131,119
219,130,119
218,129,120
218,130,119
216,130,119
216,131,119
215,130,119
214,129,120
214,130,119
214,129,120
214,128,120
213,128,120
213,127,121
212,127,121
212,128,122
212,127,122
209,128,122
201,134,120
199,135,119
199,135,120
198,135,120
198,134,120
197,134,120
197,134,120
197,133,121
197,133,121
197,132,122
197,131,123
197,130,124
196,130,124
194,131,124
193,130,125
193,130,125
184,129,126
159,126,131
155,125,132
154,125,132
153,125,132
152,126,132
152,125,132
151,126,133
150,127,132
150,126,131
149,126,131
146,126,132
144,126,132
138,123,133
131,123,133
123,124,132
113,125,131
103,125,133
103,126,133
105,122,132
96,121,131
90,123,131
91,122,130
86,122,129
80,124,129
80,122,130
82,117,131
68,119,130
59,121,130
60,121,130
65,116,131
64,118,130
61,111,130
54,109,130
55,109,130
48,114,128
45,116,127
41,117,127
41,117,127
44,116,127
42,116,128
42,116,130
39,117,131
46,114,133
60,112,139
51,116,139
46,118,133
48,115,136
47,115,136
41,119,131
35,122,127
34,123,129
42,121,135
43,118,130
48,113,130
40,118,130
35,123,128
41,120,128
204,143,114
205,143,115
206,142,115
208,142,115
206,142,115
207,141,116
208,141,115
207,141,115
210,141,115
213,140,115
219,137,115
215,138,116
208,140,116
210,139,116
214,139,115
214,139,115
215,139,116
214,139,116
209,141,115
206,142,115
205,141,115
205,141,116
204,141,116
205,140,116
206,140,117
208,139,117
207,139,116
204,140,116
205,139,116
208,138,117
216,135,117
218,136,117
219,135,117
220,134,117
221,134,117
221,134,117
220,133,117
221,133,117
221,133,117
220,133,118
220,132,118
220,131,118
220,131,118
219,131,118
219,131,118
219,131,119
219,130,119
218,130,119
216,129,119
216,130,119
215,130,119
214,130,120
214,131,120
214,129,120
214,128,120
213,128,120
213,128,121
212,128,121
212,127,122
211,126,122
211,127,122
204,131,121
199,135,119
199,135,119
198,135,120
198,134,120
198,133,120
197,133,121
197,132,121
197,132,121
197,131,123
198,131,123
197,130,123
196,130,124
194,131,124
193,131,124
193,129,125
192,129,125
170,128,129
155,125,131
154,125,132
153,125,132
153,126,132
152,126,132
152,126,132
151,127,132
150,127,131
148,127,131
147,126,131
146,125,132
138,123,133
132,123,133
128,124,132
119,123,132
103,125,132
103,125,132
107,123,133
101,122,133
91,123,131
90,122,131
88,121,131
83,121,130
84,120,131
79,118,131
69,120,129
66,116,130
68,114,131
63,116,131
66,112,133
66,109,131
45,114,127
47,112,129
45,116,129
43,116,127
39,117,127
37,119,126
36,120,127
42,116,131
58,111,139
54,113,142
60,117,139
65,120,138
46,118,138
47,117,137
52,112,142
51,114,141
42,120,131
41,120,131
47,119,136
47,117,136
44,119,135
38,120,130
48,114,131
39,119,129
40,118,128
204,144,114
205,144,114
206,143,115
207,142,115
205,142,115
208,141,115
207,141,116
207,141,115
210,142,115
214,140,115
220,137,116
217,138,116
208,140,116
210,139,116
213,139,116
212,140,116
215,138,116
214,138,116
209,141,115
206,142,115
205,141,116
205,141,116
204,141,116
205,140,116
206,140,116
208,139,116
211,138,117
206,139,116
204,139,117
207,138,116
215,136,117
218,135,117
219,134,117
220,134,117
221,134,117
221,134,117
221,133,117
221,133,117
220,132,117
220,133,118
220,132,118
220,131,118
220,131,118
219,131,118
218,131,118
219,130,119
218,130,119
218,130,119
217,130,119
215,129,119
215,130,119
214,131,119
214,130,119
214,129,120
214,129,120
213,128,120
213,128,121
212,128,121
212,127,122
212,127,122
211,126,122
206,130,121
199,135,119
199,135,119
198,134,120
198,134,120
198,134,120
197,133,120
197,133,121
197,132,122
197,131,123
197,131,123
197,130,123
196,130,124
195,130,124
193,131,125
193,130,125
192,130,126
169,127,129
154,125,132
155,125,132
154,126,132
154,126,132
153,126,132
152,126,132
151,127,132
150,127,131
148,126,131
147,127,132
145,126,132
137,123,133
131,123,133
126,124,132
119,123,132
112,124,132
106,123,132
105,122,132
98,121,131
92,123,131
91,121,132
87,120,131
84,122,131
82,121,130
75,120,130
72,119,129
66,116,130
65,115,132
65,116,130
65,110,131
57,109,129
43,115,127
45,116,129
52,113,130
50,116,131
53,117,136
55,116,138
55,116,139
61,116,140
54,119,139
38,122,134
45,123,133
50,126,133
39,123,134
38,122,136
37,122,135
40,119,136
41,121,132
40,121,135
36,124,134
48,115,140
58,113,140
47,115,131
47,114,130
45,115,132
43,118,129
204,144,114
205,144,114
206,143,115
207,142,115
205,142,115
207,141,116
207,141,116
207,141,115
209,141,115
214,140,115
221,136,116
218,138,116
207,140,116
210,139,116
213,139,116
212,139,116
213,139,116
212,139,115
208,141,115
206,142,115
205,141,116
204,141,116
204,141,116
205,140,116
206,140,116
208,139,117
214,137,117
214,137,116
206,139,116
207,138,117
214,137,117
217,136,117
219,134,117
221,134,117
221,134,117
221,134,117
221,133,117
221,133,117
221,132,118
220,133,118
220,132,118
219,132,118
220,131,118
219,131,118
218,131,118
219,131,119
218,130,119
218,130,119
217,130,119
216,129,120
215,130,119
214,131,119
213,130,119
213,129,120
213,129,120
213,129,120
213,127,121
212,128,121
212,127,121
212,127,122
211,127,122
208,127,122
203,131,121
201,133,121
199,134,120
198,134,120
198,134,120
198,134,121
198,133,121
198,131,122
197,131,122
197,131,123
197,131,124
196,130,124
195,129,124
194,130,125
193,130,126
188,129,126
162,126,130
154,125,132
154,125,132
155,126,132
154,126,132
153,126,132
152,126,132
151,126,131
149,126,132
148,126,132
147,127,131
146,126,132
138,123,133
130,124,132
126,124,132
120,124,132
115,123,131
106,123,131
103,121,132
96,123,131
92,123,131
92,119,132
87,119,131
85,121,131
86,120,131
81,118,131
76,116,130
65,116,129
64,115,130
63,115,129
67,112,132
56,112,129
43,117,126
45,116,128
47,114,129
49,116,130
47,120,133
45,121,133
43,121,133
44,123,133
41,123,133
39,122,135
40,123,133
40,124,132
35,124,133
36,124,134
35,123,134
37,122,134
39,121,135
38,122,136
33,124,133
48,115,140
60,110,142
47,115,132
53,111,132
51,113,133
49,115,130
204,144,115
205,143,114
206,143,114
207,142,115
205,142,115
207,141,116
207,141,116
207,141,116
209,141,115
214,140,115
219,137,116
216,138,116
208,140,116
210,140,116
213,139,116
212,139,116
213,139,116
211,140,115
207,142,115
206,142,115
205,141,116
204,141,116
204,141,116
205,140,116
206,139,116
209,138,117
214,137,117
216,137,117
209,139,116
207,139,117
214,137,117
217,135,117
218,135,117
221,134,117
221,134,117
221,134,117
221,133,117
221,133,117
221,133,118
220,132,118
220,132,118
220,131,118
220,131,118
218,132,118
218,131,118
219,130,119
219,130,119
218,130,119
217,129,120
215,129,120
215,131,120
214,131,119
213,130,119
214,130,120
214,129,120
213,129,120
213,128,121
212,128,121
212,127,122
212,127,122
211,127,122
210,127,122
208,128,122
207,129,122
204,131,121
202,132,121
202,131,122
202,131,122
201,130,122
199,130,122
197,132,122
197,131,123
197,131,123
196,131,124
195,131,124
194,130,125
193,130,125
185,129,127
159,127,131
155,126,132
154,125,132
154,126,132
154,126,132
153,125,132
152,126,132
151,126,131
150,126,131
148,127,131
148,127,131
146,126,131
138,124,132
131,123,132
122,124,132
117,123,132
114,123,132
106,123,131
103,120,132
102,119,132
97,119,132
85,121,131
84,121,131
85,121,132
91,116,132
84,117,132
78,113,132
68,114,130
69,114,130
58,116,129
59,117,131
61,112,132
48,114,127
40,118,127
44,116,129
40,117,128
41,116,128
34,121,126
37,118,128
40,119,129
47,115,132
42,118,135
38,123,132
35,123,133
35,123,134
36,123,134
36,122,134
35,122,135
35,121,136
36,121,136
36,124,134
47,119,137
48,115,138
49,116,132
51,115,135
59,111,137
60,110,133
204,144,114
205,144,114
206,143,114
206,143,115
205,142,115
207,141,116
207,141,116
206,141,116
210,141,115
213,139,115
218,137,116
214,139,115
208,140,116
210,140,116
213,139,116
212,139,116
212,139,116
211,140,115
207,142,115
206,141,115
205,141,116
204,141,116
204,141,115
205,140,116
206,140,116
209,138,117
215,137,117
215,137,117
211,138,116
209,138,117
214,136,117
217,135,117
218,135,117
221,134,117
221,134,117
221,133,117
220,133,117
221,133,117
221,133,118
221,132,118
220,132,118
220,131,118
220,131,118
218,132,118
218,131,118
218,130,119
218,129,119
217,129,120
216,130,120
216,130,119
215,130,120
214,131,119
213,131,119
214,130,120
214,129,120
213,129,121
213,127,121
212,128,121
212,127,122
212,127,122
211,127,122
210,127,122
208,128,123
207,129,122
206,130,122
205,130,122
204,130,122
201,131,122
201,131,122
199,131,123
197,132,122
197,131,123
197,131,123
196,130,124
195,131,124
194,130,125
193,130,125
191,131,126
167,128,130
155,125,132
154,125,132
153,126,132
153,125,132
152,126,131
152,127,131
150,127,131
149,127,131
149,127,130
148,127,131
146,126,132
139,124,132
132,123,133
122,123,132
114,124,132
114,123,132
108,123,131
102,122,131
102,119,132
92,120,132
83,123,130
81,124,131
84,122,132
85,118,132
81,117,131
77,114,131
67,118,130
73,112,130
53,119,128
57,115,130
60,111,131
49,114,127
42,119,127
43,116,128
37,118,127
38,118,128
43,116,130
50,113,130
52,111,130
52,109,130
44,114,130
44,116,131
40,117,132
34,121,133
34,122,134
36,121,134
32,122,134
33,121,134
38,119,135
45,118,135
54,112,138
55,113,141
45,119,135
42,119,136
47,116,136
53,116,132
204,144,114
205,144,114
206,143,115
206,142,115
205,142,115
207,141,116
206,141,116
206,142,116
210,140,116
213,140,116
218,138,116
213,139,116
207,140,116
210,140,116
212,140,116
212,140,116
212,139,116
211,140,115
207,142,115
206,142,115
205,141,116
204,141,116
204,141,115
205,140,116
206,140,116
209,138,117
215,136,117
215,138,116
212,138,117
212,137,117
215,136,117
217,136,117
218,135,117
221,134,117
221,134,117
221,134,117
221,134,117
221,133,117
221,133,118
221,132,118
220,132,118
219,132,118
220,131,118
219,132,119
218,132,119
218,131,119
218,130,119
217,129,120
216,130,120
216,130,119
215,131,120
214,131,119
213,130,119
213,130,119
213,129,120
213,128,121
213,128,121
212,127,121
212,127,122
212,127,122
211,127,122
210,128,123
209,128,122
207,129,122
206,130,122
205,130,122
203,131,122
199,132,121
198,133,121
197,133,122
196,133,122
197,132,122
197,131,123
196,130,124
194,131,124
194,130,124
193,130,125
192,130,126
178,129,128
155,125,132
154,125,132
154,126,132
152,127,132
152,126,132
152,127,132
150,127,131
149,127,131
149,127,131
147,127,131
146,126,131
138,123,132
129,123,132
124,125,131
119,124,132
117,122,132
109,122,132
103,122,131
100,120,131
91,121,131
83,124,130
83,123,130
85,121,130
87,117,131
83,113,131
74,116,130
70,115,131
71,112,130
55,121,127
57,115,128
53,111,128
43,117,126
43,117,127
44,117,127
36,120,128
43,116,128
48,113,129
49,113,128
40,117,126
38,118,128
41,116,129
53,110,133
46,114,132
40,117,132
38,120,132
36,121,133
35,120,130
34,120,128
45,119,134
49,116,136
62,108,137
67,104,141
52,113,137
43,118,136
42,120,134
47,119,133
204,144,114
204,144,114
206,144,115
205,143,115
205,142,115
206,142,115
206,141,115
207,141,115
210,140,116
213,139,116
218,138,116
212,139,116
207,140,116
210,140,116
212,140,116
212,140,116
212,140,116
212,140,116
208,141,115
206,142,115
205,141,115
204,141,116
204,141,116
205,141,116
206,140,116
209,138,117
214,137,117
215,137,117
212,137,117
213,136,117
216,136,117
216,136,117
218,135,117
220,134,117
221,134,117
221,134,117
220,133,117
221,133,117
221,133,118
221,132,118
220,132,118
219,132,118
219,131,119
218,131,118
218,132,119
218,131,119
218,130,119
217,130,119
216,130,120
216,131,120
215,131,120
214,131,119
213,131,119
213,130,119
213,129,120
213,128,121
213,129,121
212,128,121
212,127,122
212,127,122
211,127,122
210,128,123
208,129,123
207,129,122
206,129,122
205,130,122
202,131,122
197,133,121
197,133,121
197,132,121
196,133,122
197,131,123
197,131,123
196,131,123
194,131,124
193,130,125
193,131,125
192,130,126
188,129,127
161,127,131
154,126,132
154,126,132
152,126,132
152,126,132
152,126,132
150,127,132
149,127,131
148,127,131
147,127,131
146,126,131
138,124,132
129,124,132
125,124,132
122,122,132
114,121,132
108,121,132
103,122,131
99,121,132
94,121,133
84,123,130
87,120,130
85,118,130
84,117,130
80,114,131
72,117,130
66,119,129
64,118,128
59,121,128
60,115,130
54,111,127
42,118,126
43,118,127
40,119,126
39,120,127
41,119,126
45,115,128
44,115,127
43,116,128
39,119,127
41,118,128
41,116,129
40,117,128
36,119,129
33,121,129
35,122,129
38,122,131
38,122,133
38,123,134
39,121,135
49,114,137
67,104,140
56,112,132
48,115,132
44,116,134
53,113,133
205,144,114
204,144,114
206,143,115
205,143,115
204,143,115
205,142,116
206,142,115
206,141,116
211,140,116
213,139,116
217,139,116
213,139,116
207,140,116
209,140,116
212,140,116
212,140,116
212,140,116
212,140,116
208,141,115
206,142,115
205,141,115
204,141,115
204,141,116
205,140,116
207,139,116
210,137,117
214,137,117
215,137,117
212,137,117
213,137,117
217,136,117
217,135,117
218,134,117
219,134,117
221,134,117
221,134,117
220,134,117
221,133,117
221,133,118
221,132,118
220,132,118
220,131,118
220,131,118
218,131,118
218,132,119
218,131,119
218,130,119
217,130,120
217,130,119
215,130,120
215,131,120
214,131,119
213,131,119
213,130,119
213,130,120
213,128,121
213,129,121
213,128,122
212,127,122
212,127,122
211,127,122
209,128,122
209,128,122
207,129,122
206,130,122
205,130,122
202,131,122
198,133,121
197,133,121
197,132,121
196,133,122
196,132,122
197,131,123
196,131,124
195,131,124
194,129,125
192,130,125
191,129,126
191,129,126
170,129,130
154,126,132
153,126,132
152,127,132
152,127,132
151,126,132
151,127,132
149,127,132
148,126,132
149,127,132
143,126,131
135,124,132
129,124,133
124,123,133
119,123,132
114,123,132
108,123,132
102,125,131
100,123,132
96,121,132
87,123,131
85,122,130
82,123,129
84,120,130
80,115,131
66,119,129
62,121,129
64,121,128
70,115,129
63,108,130
52,113,128
42,118,126
40,118,126
39,119,126
39,120,126
43,118,128
39,117,127
36,120,127
39,120,126
37,120,126
34,121,127
36,121,128
34,120,127
39,118,132
47,115,140
43,120,136
40,123,133
39,122,133
47,117,142
46,116,142
43,118,139
58,108,143
51,111,130
50,113,130
50,112,137
56,108,132
205,144,114
205,144,114
206,144,114
205,143,114
204,143,115
205,142,115
205,142,115
206,142,115
210,140,116
212,139,116
215,138,116
212,139,116
207,140,116
210,140,116
212,140,116
212,140,116
213,140,115
211,140,115
208,141,115
206,141,115
205,141,115
204,141,115
204,141,116
205,140,116
207,139,116
210,139,116
212,138,116
213,137,117
212,137,117
213,137,117
215,136,117
217,135,117
219,134,117
219,134,117
221,134,117
221,134,117
220,133,117
221,133,117
221,132,118
221,132,118
220,132,118
220,131,118
220,131,118
219,132,119
218,132,119
218,131,119
218,130,119
217,130,120
217,130,119
215,130,120
215,130,119
214,130,119
214,131,119
213,131,119
213,129,120
213,128,121
213,127,121
212,128,121
212,127,122
212,127,122
211,127,122
209,128,122
208,128,122
207,129,122
206,129,122
205,130,122
204,130,122
201,132,121
197,133,121
196,133,122
196,132,122
196,132,122
197,131,123
196,130,124
195,131,124
194,130,125
193,130,125
191,130,126
191,129,126
171,128,129
154,126,132
154,127,132
152,127,132
151,127,132
150,126,132
150,126,132
149,126,132
149,127,132
148,127,131
143,126,132
135,124,132
130,123,133
124,124,132
118,124,132
113,122,132
107,123,132
101,124,132
98,123,131
96,121,131
90,120,131
87,122,131
84,123,130
83,120,130
78,116,131
63,122,128
58,123,129
59,123,128
67,116,129
60,109,128
53,116,128
46,117,126
46,116,126
43,117,128
39,120,127
40,119,128
37,119,128
38,119,127
37,121,125
37,120,125
31,121,127
34,121,127
44,117,135
54,113,143
48,116,142
45,114,143
47,117,141
53,113,143
53,112,145
40,122,135
49,119,136
61,108,145
53,113,135
48,114,130
50,113,133
49,113,130
205,144,113
205,144,114
206,144,114
205,144,114
204,143,115
204,142,115
205,142,115
206,141,116
210,140,116
212,139,116
215,138,116
213,139,116
207,140,116
209,140,117
212,140,116
213,139,116
212,140,116
211,140,116
208,141,115
206,141,115
205,141,115
205,141,115
204,141,115
204,141,116
207,140,116
210,138,117
211,138,116
212,138,116
212,138,117
214,137,117
215,136,117
216,135,117
219,135,117
219,135,117
221,134,117
220,134,117
220,134,117
220,134,118
221,133,118
221,132,118
220,132,118
220,131,118
220,131,118
219,132,119
218,132,119
218,130,119
218,131,119
217,130,120
216,130,120
215,130,120
214,130,120
214,131,119
213,132,119
213,131,120
214,128,120
213,128,121
213,128,121
212,128,121
212,128,121
211,128,122
211,127,122
210,128,122
208,129,122
207,129,122
206,130,122
205,130,122
203,130,122
202,131,122
198,133,121
196,133,122
196,133,122
196,132,123
197,131,123
196,131,124
195,130,124
194,130,125
193,130,125
191,130,126
191,129,126
170,128,129
155,126,132
154,127,132
152,126,132
151,126,132
151,126,132
150,127,132
149,126,132
148,127,131
148,127,131
145,126,132
137,124,132
129,124,132
124,126,132
122,124,132
113,123,132
105,123,132
100,124,130
95,123,131
96,122,131
88,122,130
85,122,131
87,122,131
80,122,129
73,121,129
62,123,128
59,124,129
62,118,130
71,112,131
57,113,127
44,117,126
46,118,127
49,115,127
52,112,129
43,117,128
46,115,128
44,116,129
35,121,126
33,122,125
33,122,126
34,121,127
43,120,133
57,112,144
62,108,150
44,118,138
45,114,142
59,109,145
63,109,148
54,110,146
46,117,139
57,114,139
67,106,145
54,111,133
49,114,129
47,114,130
51,111,132
207,143,113
205,144,114
206,144,114
205,143,114
204,143,114
203,142,115
204,142,115
205,142,116
209,140,117
211,140,117
216,138,116
215,138,116
208,140,116
209,139,116
211,139,116
213,139,116
211,140,116
210,141,116
208,141,115
206,141,115
205,141,116
204,141,116
204,141,115
205,141,116
207,140,116
210,138,117
210,138,117
212,138,117
213,137,117
215,137,117
215,136,117
217,136,117
219,135,117
219,135,117
220,134,117
220,133,117
221,133,117
220,133,118
221,133,117
221,132,118
220,132,118
220,131,118
219,132,119
219,132,119
218,132,119
218,131,119
218,131,119
217,130,120
216,129,120
215,130,120
214,131,119
214,131,119
214,131,119
213,130,120
213,129,121
213,128,121
212,129,121
212,128,121
212,128,122
211,127,122
210,127,122
209,128,122
208,129,122
207,129,122
206,129,122
205,130,122
204,130,122
202,131,122
197,133,121
196,134,121
196,134,122
196,132,123
197,131,123
196,130,124
195,131,124
194,130,125
192,130,125
191,130,126
191,130,126
173,129,129
154,127,132
154,126,132
153,126,132
152,126,132
151,127,132
150,128,132
149,126,132
148,127,131
147,127,131
146,127,131
138,124,132
130,123,132
125,125,132
123,124,132
113,122,132
103,124,131
101,124,130
99,122,131
98,122,131
88,123,130
83,123,130
85,124,130
83,120,130
73,122,129
67,124,128
66,118,129
65,113,131
66,112,131
62,115,129
53,116,127
45,116,127
50,113,127
46,117,127
41,117,127
40,118,127
39,119,127
36,121,126
32,122,126
36,121,128
62,122,134
65,110,148
62,109,147
59,110,146
52,118,139
57,115,140
59,114,140
73,106,152
51,111,146
49,113,145
73,105,150
67,109,144
49,114,132
48,115,129
52,110,131
45,114,129
209,143,114
205,144,114
206,144,114
205,143,114
204,143,115
204,143,115
204,143,116
205,142,116
209,140,117
211,140,116
215,139,116
217,138,116
210,140,116
210,140,116
212,139,116
213,139,116
212,140,116
210,141,116
208,142,115
206,141,115
205,141,116
204,141,116
204,141,115
205,140,116
207,139,116
210,138,117
211,138,116
213,138,116
213,138,116
216,136,117
216,136,117
216,136,117
219,135,117
220,134,117
220,134,117
220,133,117
220,134,118
221,133,117
221,133,117
221,132,118
220,132,118
219,132,118
219,131,119
218,132,118
217,131,118
218,131,119
218,130,119
218,130,119
216,130,120
215,130,119
214,130,119
214,130,119
214,131,119
213,130,120
214,129,120
213,128,121
212,128,121
212,128,121
212,128,122
211,128,122
210,127,122
209,128,122
208,129,122
207,129,122
206,130,122
205,130,122
204,130,122
202,131,122
198,133,121
196,134,121
196,133,122
196,131,123
197,130,123
195,131,124
195,131,124
194,130,125
192,130,125
191,130,126
191,130,126
180,129,128
156,127,131
154,127,132
154,126,132
153,126,132
151,126,132
150,127,132
149,128,131
148,127,131
147,127,131
146,128,131
138,125,132
130,123,132
126,124,132
122,122,133
112,123,132
101,123,131
100,125,130
101,121,130
98,120,131
91,123,130
83,124,130
84,122,130
80,120,130
73,123,130
75,121,129
65,115,129
60,117,129
65,116,129
66,113,131
55,115,127
43,117,125
43,119,125
39,120,126
49,117,132
44,118,133
36,121,128
35,121,125
33,122,126
37,122,129
61,121,136
62,113,143
63,111,144
61,111,144
52,117,138
49,117,137
63,114,140
70,108,147
49,113,143
43,115,142
49,115,141
41,119,134
42,118,129
47,114,130
49,112,130
44,116,130
212,142,114
206,144,114
207,144,114
205,143,114
203,143,115
203,143,115
204,143,115
205,141,115
208,140,116
210,140,116
214,139,116
217,138,116
211,140,116
211,139,116
213,139,116
213,139,116
212,140,116
211,141,115
208,142,115
206,142,115
205,141,115
204,141,115
204,141,115
205,140,116
207,139,116
210,139,117
211,138,116
214,137,116
215,137,117
217,136,117
216,136,117
216,136,117
219,134,117
220,134,117
221,134,117
221,134,117
220,134,118
221,133,117
221,133,118
221,132,118
220,132,118
220,132,118
220,131,118
218,131,118
217,132,118
217,130,119
217,129,120
217,130,120
216,130,120
215,130,119
214,131,119
214,130,119
213,131,119
213,130,120
213,129,121
213,129,121
213,128,121
212,128,121
212,128,122
211,128,122
210,128,122
209,128,122
208,129,123
207,129,122
206,130,122
205,130,122
204,131,122
203,130,122
201,131,122
