EmissionWavelength,Intensity
380,494.72455
381,469.49603
382,471.85524
383,510.42943
384,442.69068
385,448.96819
386,467.74992
387,474.9802
388,519.26989
389,494.75412
390,495.24215
391,511.19002
392,530.09047
393,512.14133
394,520.59034
395,606.97929
396,664.0716
397,685.19584
398,795.65872
399,777.08452
400,877.65356
401,1009.9981
402,1131.401
403,1305.7723
404,1537.9182
405,1789.6544
406,2134.8446
407,2383.8512
408,2943.7009
409,3298.9909
410,3977.4057
411,4704.9364
412,5531.5453
413,6352.3129
414,7483.2214
415,8644.6543
416,9994.7722
417,11376.319
418,12858.794
419,14225.649
420,15620.895
421,16705.571
422,18121.105
423,18867.573
424,20039.312
425,20860.042
426,21956.519
427,22922.726
428,24100.906
429,25438.035
430,27254.954
431,29099.112
432,31344.161
433,34084.035
434,36641.278
435,40224.143
436,43649.903
437,46765.77
438,49969.391
439,52180.783
440,54803.682
441,56788.627
442,58244.071
443,58561.911
444,58378.251
445,58962.681
446,60025.974
447,59525.189
448,59906.65
449,61361.297
450,62753.076
451,63927.651
452,66312.673
453,68142.21
454,70286.14
455,72753.245
456,75109.218
457,78257.127
458,80037.351
459,83280.441
460,85507.898
461,88984.241
462,92770.213
463,95400.461
464,99061.802
465,101635.32
466,105172.03
467,106495.84
468,107785.11
469,110146.11
470,110183.61
471,110517.32
472,111251.88
473,109837.69
474,109055.39
475,106854.37
476,106582.98
477,104981.41
478,104688.25
479,103603.88
480,103257.58
481,101698.16
482,102765.59
483,102273.21
484,102064.53
485,101834.86
486,100051.64
487,100079.99
488,100342.78
489,99794.645
490,100797.27
491,100932.72
492,101416.46
493,102143.32
494,102244.04
495,103251.57
496,104827.82
497,105255.99
498,107566.04
499,109746.19
500,111821.49
501,114124.43
502,116381.72
503,119493.44
504,122762.09
505,123683.93
506,126604.58
507,126078.45
508,127024.44
509,124813.8
510,124836.58
511,121382.93
512,120502.38
513,117840.1
514,114498
515,111592.75
516,109567.12
517,106004.85
518,104663.87
519,101162.3
520,99074.512
521,96500.303
522,94360.161
523,92926.635
524,90392.726
525,88737.64
526,86629.311
527,86537.972
528,84177.752
529,82964.985
530,81567.559
531,79844.082
532,78402.874
533,77956.693
534,76382.059
535,73650.11
536,74368.238
537,72895.73
538,72126.83
539,71527.29
540,69336.663
541,69347.966
542,68131.169
543,66834.07
544,67036.553
545,65977.004
546,64032.816
547,63569.157
548,62005.802
549,61395.468
550,60891.789
551,59655.452
552,58676.514
553,57885.392
554,55761.074
555,55624.043
556,54023.385
557,53197.908
558,52340.949
559,51453.281
560,50171.955
561,49114.188
562,49270.12
563,46642.493
564,46621.126
565,46040.291
566,45256.658
567,44262.983
568,43379.366
569,42879.224
570,42258.055
571,41514.349
572,40363.511
573,40900.92
574,39164.641
575,38396.83
576,38325.973
577,37230.774
578,36533.52
579,36468.168
580,36125.919
581,35092.238
582,35303.409
583,34367.147
584,33890.379
585,33704.613
586,33271.748
587,33060.01
588,32228.124
589,32106.344
590,32023.211
591,31351.128
592,30871.828
593,30426.771
594,30352.154
595,30388.979
596,29904.802
597,29487.057
598,29107.796
599,29072.706
600,28437.803
601,28184.885
602,27692.462
603,27729.115
604,27503.857
605,27697.737
606,27509.567
607,27365.949
608,27094.092
609,27087.701
610,27146.21
611,26474.719
612,26343.821
613,26422.163
614,26621.447
615,26305.129
616,26490.841
617,26479.411
618,26513.049
619,26293.985
620,26598.816
621,26100.298
622,26419.267
623,26157.939
624,26124.205
625,26214.924
626,25724.857
627,25884.673
628,25757.283
629,25749.548
630,25998.162
631,25363.756
632,25181.013
633,25295.058
634,25188.355
635,25248.534
636,24761.999
637,24865.691
638,24295.174
639,24371.688
640,24723.805
641,24413.189
642,24188.519
643,24284.777
644,24299.088
645,24602.365
646,24255.948
647,24502.678
648,24444.537
649,24327.786
650,24065.737
651,24442.203
652,24334.228
653,23951.378
654,23865.349
655,23531.197
656,23649.503
657,23209.484
658,23322.862
659,23254.954
660,23090.06
661,23123.797
662,23329.262
663,23397.949
664,23324.58
665,23918.367
666,23828.312
667,24604.029
668,24120.24
669,24440.28
670,24201.754
671,24767.528
672,24600.341
673,24779.776
674,24329.715
675,24295.033
676,24329.89
677,24361.954
678,24899.319
679,24800.28
680,24943.785
