EmissionWavelength,Intensity
380,125.51799
381,133.8705
382,127.4281
383,125.27569
384,172.97947
385,134.53839
386,102.22278
387,95.922898
388,152.616
389,160.74177
390,188.70956
391,131.41765
392,144.12465
393,166.46972
394,147.48326
395,162.17976
396,141.09961
397,170.17806
398,170.09952
399,201.92092
400,205.67861
401,243.77843
402,267.85259
403,297.89145
404,352.11923
405,412.92958
406,498.17483
407,617.40398
408,741.26405
409,937.79912
410,1066.695
411,1282.8307
412,1610.7242
413,1864.7804
414,2329.6527
415,2711.3196
416,3188.3333
417,3592.3655
418,4089.3195
419,4642.5146
420,5124.3253
421,5735.3379
422,6090.6465
423,6451.5492
424,6904.9545
425,7230.5198
426,7527.9042
427,8089.5216
428,8650.8614
429,9176.3435
430,10135.061
431,10925.536
432,12095.521
433,13331.121
434,14820.842
435,16303.855
436,17954.448
437,19560.828
438,21028.769
439,22347.114
440,23692.342
441,24410.3
442,24953.309
443,25588.749
444,25710.82
445,25778.546
446,26036.519
447,26278.771
448,26390.081
449,26898.091
450,27706.146
451,28673.347
452,29916.121
453,31435.253
454,32964.86
455,33922.528
456,35245.582
457,36789.741
458,39117.982
459,40707.507
460,42918.91
461,44797.951
462,46548.843
463,48791.298
464,50241.79
465,52205.063
466,54563.913
467,55582.628
468,57289.215
469,58415.075
470,58846.312
471,59378.919
472,59467.082
473,59126.844
474,59216.428
475,58125.388
476,57862.843
477,57496.751
478,56998.217
479,56471.59
480,57274.064
481,57077.945
482,57202.494
483,57126.189
484,57262.27
485,57000.797
486,57258.314
487,57286.739
488,57348.126
489,57433.552
490,58197.31
491,58382.608
492,58818.775
493,59442.6
494,60449.036
495,60600.724
496,61774.194
497,63178.857
498,64084.943
499,65411.736
500,66278.29
501,68326.55
502,70361.838
503,71927.076
504,74039.647
505,74848.764
506,75802.48
507,76192.642
508,76482.13
509,76218.262
510,75537.054
511,74549.91
512,73543.022
513,71600.431
514,70406.991
515,68509.741
516,66493.536
517,64642.169
518,63909.384
519,61870.584
520,60184.266
521,59486.18
522,57910.329
523,56817.796
524,56190.21
525,54872.497
526,53625.833
527,52723.356
528,51319.656
529,50652.032
530,50382.071
531,48953.31
532,48213.927
533,47485.765
534,46949.314
535,45930.796
536,45776.237
537,44719.343
538,43805.851
539,43577.553
540,42877.649
541,41976.382
542,41361.95
543,41552.095
544,40598.161
545,39858.797
546,39346.937
547,38256.641
548,37937.637
549,37175.243
550,36741.509
551,35955.701
552,35580.06
553,34548.281
554,34002.909
555,32992.47
556,32636.792
557,31898.91
558,31382.886
559,30460.213
560,30069.594
561,29979.434
562,28881.566
563,28782.451
564,28082.405
565,27348.992
566,27210.064
567,26513.096
568,26269.031
569,25352.147
570,25570.549
571,24750.863
572,24135.608
573,23724.023
574,23469.562
575,22973.886
576,22430.156
577,22033.581
578,21790.964
579,21535.915
580,20931.927
581,20928.87
582,20436.056
583,19806.654
584,19997.359
585,19545.248
586,19323.556
587,18898.797
588,18840.521
589,18562.32
590,18293.994
591,18117.252
592,17695.494
593,17345.316
594,17135.969
595,16829.865
596,16605.032
597,16334.377
598,16410.525
599,16120.823
600,15965.446
601,15569.814
602,15380.076
603,15300.592
604,15246.502
605,15158.853
606,14861.117
607,14743.416
608,14893.937
609,14494.771
610,14658.869
611,14577.865
612,14256.475
613,14399.81
614,14163.303
615,14039.368
616,13935.987
617,14070.01
618,13638.185
619,13798.076
620,13586.082
621,13785.924
622,13764.791
623,13641.89
624,13376.185
625,13418.489
626,13200.502
627,13183.861
628,13067.072
629,13092.549
630,12962.955
631,12828.183
632,12647.532
633,12544.687
634,12294.64
635,12272.519
636,12337.625
637,11994.449
638,12169.088
639,12058.095
640,12076.871
641,11724.141
642,11849.076
643,11828.869
644,11726.89
645,11806.215
646,11671.239
647,11691.538
648,11590.041
649,11623.891
650,11409.865
651,11464.176
652,11558.042
653,11220.782
654,11051.098
655,11044.66
656,11021.424
657,10558.619
658,10725.247
659,10700.668
660,10716.648
661,10666.508
662,10725.965
663,10822.992
664,10671.913
665,11049.079
666,10866.836
667,10943.299
668,11101.798
669,10970.039
670,11075.514
671,11028.443
672,11051.813
673,11018.869
674,11027.411
675,10925.966
676,11001.245
677,10557.651
678,11004.884
679,10913.653
680,11165.392
