EmissionWavelength,Intensity
380,656.36722
381,642.88422
382,638.9138
383,628.28874
384,640.35986
385,610.87912
386,626.86134
387,639.52719
388,647.08991
389,648.34456
390,648.8965
391,664.04017
392,732.84646
393,779.68276
394,805.65078
395,901.03116
396,947.76914
397,997.57124
398,1154.3886
399,1309.5293
400,1488.0319
401,1722.5514
402,2008.4308
403,2386.4381
404,2839.3884
405,3297.6556
406,4009.459
407,4652.6576
408,5458.8886
409,6312.606
410,7330.1217
411,8451.4809
412,9643.8703
413,11114.15
414,12598.708
415,14449.767
416,16276.023
417,18473.585
418,20508.044
419,22390.427
420,24166.249
421,25653.216
422,27076.899
423,28465.022
424,29416.183
425,29984.383
426,31048.731
427,32078.264
428,33501.872
429,34602.059
430,36898.932
431,38874.342
432,41428.258
433,44377.137
434,47534.134
435,51499.524
436,54808.487
437,59309.165
438,62735.725
439,64907.613
440,67246.405
441,68766.032
442,69693.222
443,69870.981
444,71177.466
445,69830.989
446,69525.236
447,69292.774
448,69544.62
449,70504.227
450,71125.267
451,72094.509
452,74019.4
453,76389.075
454,77108.601
455,80220.645
456,81789.952
457,84019.433
458,86513.795
459,90896.198
460,93110.912
461,95294.916
462,97843.039
463,100959.79
464,103812.95
465,107114.01
466,108720.02
467,111464.35
468,112804.34
469,113015.01
470,113927.78
471,112467.21
472,113333
473,112177.33
474,109436.03
475,108725.72
476,107588.79
477,105209.34
478,103898.5
479,103139.12
480,101851.29
481,101218.53
482,100769.74
483,100189.21
484,99488.308
485,98963.761
486,98009.599
487,98379.422
488,97661
489,97681.135
490,98208.208
491,97713.459
492,98136.642
493,97557.703
494,99107.48
495,100811.19
496,100847.12
497,101971.94
498,103880.47
499,104990.08
500,107341.91
501,109621.86
502,111605.19
503,113996.23
504,116476.57
505,119665.9
506,120078.99
507,120489.72
508,120808.95
509,119976.93
510,118077.2
511,115553.75
512,113460.89
513,110383.43
514,108723.32
515,105559.09
516,103095.37
517,99733.106
518,97716.852
519,95607.6
520,93292.011
521,90631.235
522,88644.457
523,87046.377
524,85018.043
525,82494.709
526,81875.727
527,80486.9
528,78857.145
529,77633.005
530,75847.88
531,74829.92
532,74166.304
533,72332.467
534,71709.364
535,69650.496
536,68716.796
537,67441.634
538,67424.011
539,66275.829
540,65418.698
541,64706.669
542,63711.927
543,63323.09
544,62363.752
545,61122.457
546,59650.482
547,59520.275
548,57693.238
549,57147.001
550,56464.737
551,55210.075
552,54470.008
553,53175.591
554,51373.269
555,50601.064
556,50282.438
557,49262.1
558,48580.658
559,47172.276
560,46608.651
561,45080.076
562,44998.02
563,43940.863
564,43667.321
565,42334.051
566,41647.683
567,41019.399
568,40340.775
569,39197.218
570,39078.607
571,37822.871
572,37625.667
573,36956.61
574,36425.156
575,35660.83
576,35114.225
577,34393.301
578,33737.615
579,33481.392
580,32813.697
581,32497.062
582,32167.269
583,31691.748
584,31024.361
585,31058.704
586,30613.34
587,29887.29
588,29737.315
589,29237.078
590,28869.517
591,28756.343
592,28443.895
593,28082.363
594,27861.098
595,27817.714
596,27195.541
597,26754.986
598,26504.115
599,26608.375
600,26371.945
601,26177.034
602,25410.824
603,25607.224
604,25550.447
605,24936.326
606,25162.329
607,24904.33
608,24661.818
609,24515.953
610,24599.542
611,24615.503
612,24550.495
613,24152.66
614,24382.308
615,24171.27
616,24087.474
617,24281.081
618,24386.268
619,24102.269
620,24017.783
621,23927.351
622,24077.192
623,24027.154
624,23634.235
625,23572.696
626,23521.206
627,23314.244
628,23497.729
629,23277.347
630,23275.491
631,22993.825
632,22947.208
633,22979.989
634,22598.014
635,22487.626
636,22265.109
637,22091.061
638,22102.888
639,22038.253
640,22059.475
641,21886.912
642,22259.506
643,21709.211
644,21929.681
645,22157.044
646,22071.845
647,21623.999
648,21767.956
649,21597.103
650,21942.278
651,21478.191
652,21554.594
653,21639.478
654,21193.026
655,20867.988
656,20718.02
657,20592.591
658,20509.844
659,20378.635
660,20477.431
661,20702.118
662,21035.6
663,20933.243
664,20729.19
665,21355.089
666,21170.085
667,21229.749
668,21421.248
669,21537.358
670,21347.468
671,21721.71
672,21592.793
673,21869.315
674,21654.55
675,21594.049
676,21627.017
677,21273.57
678,21895.927
679,21898.199
680,21938.249
